Line 1: 10 words, 76 characters
Line 255: 17 words, 167 characters
Line 256: 20 words, 165 characters
Line 257: 18 words, 145 characters
Line 258: 2 words, 15 characters
Line 259: 5 words, 33 characters
Line 260: 6 words, 45 characters
Line 261: 14 words, 115 characters
Line 262: 8 words, 76 characters
Line 263: 0 words, 0 characters
Line 264: 7 words, 43 characters
Line 265: 20 words, 175 characters
Line 266: 20 words, 158 characters
Line 267: 4 words, 28 characters
Line 268: 11 words, 102 characters
Line 269: 2 words, 23 characters
Line 270: 17 words, 130 characters
Line 271: 3 words, 27 characters
Line 272: 15 words, 116 characters
Line 273: 14 words, 120 characters
Line 274: 17 words, 139 characters
Line 275: 8 words, 78 characters
Line 276: 5 words, 34 characters
Line 277: 8 words, 59 characters
Line 278: 1 words, 7 characters
Line 279: 8 words, 58 characters
Line 280: 6 words, 39 characters
Line 281: 2 words, 20 characters
Line 282: 19 words, 156 characters
Line 283: 5 words, 38 characters
Line 284: 10 words, 83 characters
Line 285: 14 words, 114 characters
Line 286: 19 words, 161 characters
Line 287: 18 words, 158 characters
Line 288: 19 words, 149 characters
Line 289: 7 words, 56 characters
Line 290: 7 words, 52 characters
Line 291: 4 words, 37 characters
Line 292: 5 words, 36 characters
Line 293: 5 words, 40 characters
Line 294: 13 words, 112 characters
Line 295: 14 words, 127 characters
Line 296: 4 words, 30 characters
Line 297: 16 words, 131 characters
Line 298: 20 words, 189 characters
Line 299: 16 words, 141 characters
Line 300: 3 words, 22 characters
Line 301: 7 words, 67 characters
Line 302: 13 words, 102 characters
Line 303: 15 words, 132 characters
Line 304: 18 words, 150 characters
Line 305: 5 words, 37 characters
Line 306: 17 words, 154 characters
Line 307: 0 words, 0 characters
Line 308: 4 words, 33 characters
Line 309: 1 words, 8 characters
Line 310: 6 words, 61 characters
Line 311: 10 words, 86 characters
Line 312: 9 words, 87 characters
Line 313: 15 words, 120 characters
Line 314: 2 words, 24 characters
Line 315: 16 words, 128 characters
Line 316: 20 words, 202 characters
Line 317: 18 words, 148 characters
Line 318: 2 words, 14 characters
Line 319: 17 words, 148 characters
Line 320: 5 words, 34 characters
Line 321: 17 words, 142 characters
Line 322: 12 words, 116 characters
Line 323: 2 words, 10 characters
Line 324: 18 words, 134 characters
Line 325: 16 words, 134 characters
Line 326: 17 words, 168 characters
Line 327: 4 words, 32 characters
Line 328: 15 words, 118 characters
Line 329: 11 words, 102 characters
Line 330: 3 words, 26 characters
Line 331: 0 words, 0 characters
Line 332: 12 words, 93 characters
Line 333: 12 words, 104 characters
Line 334: 18 words, 150 characters
Line 335: 17 words, 127 characters
Line 336: 6 words, 60 characters
Line 337: 0 words, 0 characters
Line 338: 7 words, 70 characters
Line 339: 0 words, 0 characters
Line 340: 17 words, 152 characters
Line 341: 12 words, 114 characters
Line 342: 19 words, 161 characters
Line 343: 1 words, 8 characters
Line 344: 0 words, 0 characters
Line 345: 4 words, 32 characters
Line 346: 2 words, 13 characters
Line 347: 6 words, 53 characters
Line 348: 8 words, 82 characters
Line 349: 10 words, 76 characters
Line 350: 17 words, 136 characters
Line 351: 16 words, 118 characters
Line 352: 3 words, 23 characters
Line 353: 1 words, 5 characters
Line 354: 20 words, 140 characters
Line 355: 18 words, 149 characters
Line 356: 0 words, 0 characters
Line 357: 19 words, 159 characters
Line 358: 11 words, 82 characters
Line 359: 4 words, 23 characters
Line 360: 14 words, 113 characters
Line 361: 12 words, 98 characters
Line 362: 12 words, 95 characters
Line 363: 5 words, 39 characters
Line 364: 19 words, 159 characters
Line 365: 3 words, 23 characters
Line 366: 12 words, 102 characters
Line 367: 7 words, 68 characters
Line 368: 13 words, 113 characters
Line 369: 14 words, 112 characters
Line 370: 3 words, 28 characters
Line 371: 11 words, 93 characters
Line 372: 17 words, 138 characters
Line 373: 18 words, 141 characters
Line 374: 2 words, 14 characters
Line 375: 3 words, 24 characters
Line 376: 0 words, 0 characters
Line 377: 7 words, 76 characters
Line 378: 11 words, 89 characters
Line 379: 1 words, 9 characters
Line 380: 11 words, 91 characters
Line 381: 6 words, 41 characters
Line 382: 16 words, 130 characters
Line 383: 15 words, 144 characters
Line 384: 0 words, 0 characters
Line 385: 8 words, 54 characters
Line 386: 19 words, 134 characters
Line 387: 10 words, 79 characters
Line 388: 10 words, 82 characters
Line 389: 6 words, 62 characters
Line 390: 16 words, 155 characters
Line 391: 18 words, 163 characters
Line 392: 15 words, 131 characters
Line 393: 15 words, 132 characters
Line 394: 3 words, 27 characters
Line 395: 3 words, 18 characters
Line 396: 0 words, 0 characters
Line 397: 13 words, 118 characters
Line 398: 19 words, 149 characters
Line 399: 4 words, 28 characters
Line 400: 5 words, 42 characters
Line 401: 7 words, 63 characters
Line 402: 15 words, 125 characters
Line 403: 12 words, 97 characters
Line 404: 14 words, 113 characters
Line 405: 20 words, 188 characters
Line 406: 10 words, 85 characters
Line 407: 13 words, 116 characters
Line 408: 2 words, 12 characters
Line 409: 13 words, 100 characters
Line 410: 13 words, 100 characters
Line 411: 18 words, 147 characters
Line 412: 11 words, 85 characters
Line 413: 7 words, 61 characters
Line 414: 12 words, 97 characters
Line 415: 7 words, 60 characters
Line 416: 10 words, 94 characters
Line 417: 14 words, 120 characters
Line 418: 20 words, 170 characters
Line 419: 16 words, 146 characters
Line 420: 13 words, 96 characters
Line 421: 8 words, 64 characters
Line 422: 16 words, 148 characters
Line 423: 20 words, 183 characters
Line 424: 9 words, 76 characters
Line 425: 8 words, 72 characters
Line 426: 12 words, 102 characters
Line 427: 1 words, 10 characters
Line 428: 2 words, 14 characters
Line 429: 18 words, 151 characters
Line 430: 4 words, 37 characters
Line 431: 0 words, 0 characters
Line 432: 11 words, 78 characters
Line 433: 5 words, 43 characters
Line 434: 18 words, 131 characters
Line 435: 3 words, 21 characters
Line 436: 17 words, 158 characters
Line 437: 11 words, 111 characters
Line 438: 14 words, 119 characters
Line 439: 2 words, 19 characters
Line 440: 20 words, 183 characters
Line 441: 5 words, 49 characters
Line 442: 4 words, 37 characters
Line 443: 5 words, 43 characters
Line 444: 13 words, 130 characters
Line 445: 9 words, 66 characters
Line 446: 10 words, 95 characters
Line 447: 8 words, 42 characters
Line 448: 16 words, 111 characters
Line 449: 3 words, 25 characters
Line 450: 10 words, 108 characters
Line 451: 2 words, 18 characters
Line 452: 18 words, 138 characters
Line 453: 11 words, 86 characters
Line 454: 2 words, 22 characters
Line 455: 8 words, 62 characters
Line 456: 3 words, 21 characters
Line 457: 13 words, 108 characters
Line 458: 16 words, 140 characters
Line 459: 14 words, 107 characters
Line 460: 11 words, 79 characters
Line 461: 9 words, 77 characters
Line 462: 7 words, 58 characters
Line 463: 8 words, 53 characters
Line 464: 18 words, 125 characters
Line 465: 12 words, 112 characters
Line 466: 3 words, 21 characters
Line 467: 17 words, 157 characters
Line 468: 3 words, 17 characters
Line 469: 0 words, 0 characters
Line 470: 0 words, 0 characters
Line 471: 19 words, 170 characters
Line 472: 13 words, 102 characters
Line 473: 20 words, 156 characters
Line 474: 7 words, 61 characters
Line 475: 11 words, 91 characters
Line 476: 17 words, 138 characters
Line 477: 20 words, 178 characters
Line 478: 11 words, 87 characters
Line 479: 12 words, 93 characters
Line 480: 15 words, 123 characters
Line 481: 16 words, 128 characters
Line 482: 18 words, 152 characters
Line 483: 14 words, 138 characters
Line 484: 6 words, 50 characters
Line 485: 5 words, 35 characters
Line 486: 2 words, 15 characters
Line 487: 1 words, 9 characters
Line 488: 1 words, 8 characters
Line 489: 5 words, 47 characters
Line 490: 18 words, 170 characters
Line 491: 12 words, 89 characters
Line 492: 6 words, 60 characters
Line 493: 8 words, 79 characters
Line 494: 10 words, 77 characters
Line 495: 5 words, 43 characters
Line 496: 19 words, 148 characters
Line 497: 6 words, 53 characters
Line 498: 13 words, 105 characters
Line 499: 19 words, 163 characters
Line 500: 0 words, 0 characters
Line 501: 4 words, 22 characters
Line 502: 18 words, 136 characters
Line 503: 19 words, 172 characters
Line 504: 12 words, 105 characters
Line 505: 7 words, 55 characters
Line 506: 10 words, 77 characters
Line 507: 9 words, 72 characters
Line 508: 10 words, 82 characters
Line 509: 18 words, 163 characters
Line 510: 0 words, 0 characters
Line 511: 14 words, 141 characters
Line 512: 6 words, 43 characters
Line 513: 13 words, 114 characters
Line 514: 13 words, 124 characters
Line 515: 3 words, 22 characters
Line 516: 7 words, 53 characters
Line 517: 14 words, 133 characters
Line 518: 13 words, 115 characters
Line 519: 14 words, 128 characters
Line 520: 2 words, 9 characters
Line 521: 18 words, 147 characters
Line 522: 13 words, 129 characters
Line 523: 6 words, 48 characters
Line 524: 9 words, 72 characters
Line 525: 1 words, 11 characters
Line 526: 19 words, 170 characters
Line 527: 5 words, 48 characters
Line 528: 4 words, 46 characters
Line 529: 15 words, 128 characters
Line 530: 17 words, 142 characters
Line 531: 14 words, 120 characters
Line 532: 20 words, 155 characters
Line 533: 6 words, 52 characters
Line 534: 8 words, 46 characters
Line 535: 18 words, 143 characters
Line 536: 5 words, 45 characters
Line 537: 11 words, 84 characters
Line 538: 19 words, 162 characters
Line 539: 11 words, 100 characters
Line 540: 19 words, 175 characters
Line 541: 9 words, 75 characters
Line 542: 12 words, 118 characters
Line 543: 0 words, 0 characters
Line 544: 8 words, 56 characters
Line 545: 2 words, 11 characters
Line 546: 16 words, 128 characters
Line 547: 3 words, 29 characters
Line 548: 14 words, 125 characters
Line 549: 9 words, 77 characters
Line 550: 15 words, 133 characters
Line 551: 16 words, 131 characters
Line 552: 1 words, 9 characters
Line 553: 13 words, 105 characters
Line 554: 19 words, 163 characters
Line 555: 14 words, 95 characters
Line 556: 17 words, 154 characters
Line 557: 4 words, 32 characters
Line 558: 7 words, 48 characters
Line 559: 3 words, 23 characters
Line 560: 8 words, 62 characters
Line 561: 18 words, 150 characters
Line 562: 19 words, 141 characters
Line 563: 16 words, 127 characters
Line 564: 17 words, 159 characters
Line 565: 4 words, 32 characters
Line 566: 7 words, 57 characters
Line 567: 4 words, 28 characters
Line 568: 8 words, 72 characters
Line 569: 4 words, 28 characters
Line 570: 16 words, 134 characters
Line 571: 12 words, 94 characters
Line 572: 5 words, 40 characters
Line 573: 8 words, 46 characters
Line 574: 4 words, 38 characters
Line 575: 17 words, 153 characters
Line 576: 10 words, 92 characters
Line 577: 15 words, 126 characters
Line 578: 10 words, 78 characters
Line 579: 12 words, 103 characters
Line 580: 7 words, 58 characters
Line 581: 12 words, 92 characters
Line 582: 15 words, 131 characters
Total: 582 lines, 5669 words, 47588 characters
