Line 1: 0 words, 0 characters
Line 387: 9 words, 79 characters
Line 388: 0 words, 0 characters
Line 389: 1 words, 6 characters
Line 390: 8 words, 81 characters
Line 391: 4 words, 29 characters
Line 392: 0 words, 0 characters
Line 393: 18 words, 146 characters
Line 394: 5 words, 48 characters
Line 395: 7 words, 57 characters
Line 396: 0 words, 0 characters
Line 397: 5 words, 38 characters
Line 398: 1 words, 3 characters
Line 399: 6 words, 56 characters
Line 400: 5 words, 47 characters
Line 401: 0 words, 0 characters
Line 402: 15 words, 115 characters
Line 403: 19 words, 146 characters
Line 404: 6 words, 43 characters
Line 405: 5 words, 37 characters
Line 406: 20 words, 186 characters
Line 407: 19 words, 155 characters
Line 408: 16 words, 130 characters
Line 409: 6 words, 39 characters
Line 410: 11 words, 95 characters
Line 411: 14 words, 135 characters
Line 412: 9 words, 75 characters
Line 413: 18 words, 148 characters
Line 414: 12 words, 112 characters
Line 415: 6 words, 45 characters
Line 416: 17 words, 130 characters
Line 417: 14 words, 135 characters
Line 418: 3 words, 29 characters
Line 419: 15 words, 151 characters
Line 420: 1 words, 7 characters
Line 421: 6 words, 65 characters
Line 422: 9 words, 68 characters
Line 423: 8 words, 58 characters
Line 424: 14 words, 112 characters
Line 425: 7 words, 54 characters
Line 426: 18 words, 135 characters
Line 427: 2 words, 9 characters
Line 428: 9 words, 82 characters
Line 429: 12 words, 94 characters
Line 430: 16 words, 141 characters
Line 431: 14 words, 107 characters
Line 432: 12 words, 108 characters
Line 433: 11 words, 100 characters
Line 434: 12 words, 102 characters
Line 435: 4 words, 34 characters
Line 436: 3 words, 24 characters
Line 437: 13 words, 113 characters
Line 438: 1 words, 4 characters
Line 439: 3 words, 34 characters
Line 440: 5 words, 43 characters
Line 441: 15 words, 120 characters
Line 442: 14 words, 121 characters
Line 443: 3 words, 28 characters
Line 444: 9 words, 82 characters
Line 445: 17 words, 151 characters
Line 446: 2 words, 19 characters
Line 447: 2 words, 18 characters
Line 448: 1 words, 10 characters
Line 449: 0 words, 0 characters
Line 450: 7 words, 54 characters
Line 451: 2 words, 18 characters
Line 452: 3 words, 28 characters
Line 453: 19 words, 163 characters
Line 454: 11 words, 94 characters
Line 455: 5 words, 36 characters
Line 456: 9 words, 65 characters
Line 457: 19 words, 174 characters
Line 458: 1 words, 3 characters
Line 459: 3 words, 31 characters
Line 460: 14 words, 131 characters
Line 461: 1 words, 5 characters
Line 462: 5 words, 46 characters
Line 463: 10 words, 75 characters
Line 464: 10 words, 94 characters
Line 465: 10 words, 87 characters
Line 466: 5 words, 31 characters
Line 467: 0 words, 0 characters
Line 468: 18 words, 134 characters
Line 469: 5 words, 50 characters
Line 470: 9 words, 62 characters
Line 471: 4 words, 27 characters
Line 472: 18 words, 159 characters
Line 473: 17 words, 165 characters
Line 474: 15 words, 131 characters
Line 475: 12 words, 124 characters
Line 476: 0 words, 0 characters
Line 477: 13 words, 115 characters
Line 478: 0 words, 0 characters
Line 479: 13 words, 118 characters
Line 480: 4 words, 29 characters
Line 481: 16 words, 143 characters
Line 482: 20 words, 160 characters
Line 483: 19 words, 161 characters
Line 484: 3 words, 21 characters
Line 485: 4 words, 33 characters
Line 486: 10 words, 86 characters
Line 487: 0 words, 0 characters
Line 488: 8 words, 56 characters
Line 489: 20 words, 163 characters
Line 490: 11 words, 89 characters
Line 491: 6 words, 47 characters
Line 492: 13 words, 105 characters
Line 493: 8 words, 59 characters
Line 494: 8 words, 64 characters
Line 495: 7 words, 54 characters
Line 496: 10 words, 93 characters
Line 497: 10 words, 92 characters
Line 498: 20 words, 170 characters
Line 499: 16 words, 136 characters
Line 500: 4 words, 33 characters
Line 501: 0 words, 0 characters
Line 502: 19 words, 161 characters
Line 503: 18 words, 155 characters
Line 504: 12 words, 114 characters
Line 505: 7 words, 58 characters
Line 506: 2 words, 11 characters
Line 507: 9 words, 76 characters
Line 508: 20 words, 186 characters
Line 509: 3 words, 20 characters
Line 510: 20 words, 178 characters
Line 511: 3 words, 29 characters
Line 512: 13 words, 105 characters
Line 513: 12 words, 116 characters
Line 514: 18 words, 136 characters
Line 515: 10 words, 86 characters
Line 516: 3 words, 27 characters
Line 517: 5 words, 48 characters
Line 518: 14 words, 103 characters
Line 519: 1 words, 11 characters
Line 520: 20 words, 172 characters
Line 521: 0 words, 0 characters
Line 522: 19 words, 172 characters
Line 523: 17 words, 146 characters
Line 524: 19 words, 156 characters
Line 525: 0 words, 0 characters
Line 526: 6 words, 62 characters
Line 527: 19 words, 155 characters
Line 528: 7 words, 59 characters
Line 529: 5 words, 44 characters
Line 530: 2 words, 14 characters
Line 531: 8 words, 78 characters
Line 532: 6 words, 49 characters
Line 533: 5 words, 42 characters
Line 534: 0 words, 0 characters
Line 535: 18 words, 138 characters
Line 536: 1 words, 7 characters
Line 537: 19 words, 165 characters
Line 538: 2 words, 13 characters
Line 539: 17 words, 152 characters
Line 540: 20 words, 163 characters
Line 541: 3 words, 22 characters
Line 542: 11 words, 102 characters
Line 543: 7 words, 70 characters
Line 544: 5 words, 44 characters
Line 545: 14 words, 125 characters
Line 546: 9 words, 65 characters
Line 547: 13 words, 118 characters
Line 548: 11 words, 76 characters
Line 549: 6 words, 49 characters
Line 550: 16 words, 119 characters
Line 551: 8 words, 64 characters
Line 552: 4 words, 29 characters
Line 553: 15 words, 129 characters
Line 554: 18 words, 149 characters
Line 555: 13 words, 126 characters
Line 556: 20 words, 174 characters
Line 557: 20 words, 178 characters
Line 558: 10 words, 93 characters
Line 559: 13 words, 101 characters
Line 560: 20 words, 165 characters
Line 561: 15 words, 116 characters
Line 562: 12 words, 95 characters
Line 563: 4 words, 23 characters
Line 564: 8 words, 71 characters
Line 565: 0 words, 0 characters
Line 566: 11 words, 107 characters
Line 567: 18 words, 129 characters
Line 568: 2 words, 10 characters
Line 569: 4 words, 35 characters
Line 570: 20 words, 177 characters
Line 571: 0 words, 0 characters
Line 572: 20 words, 169 characters
Line 573: 11 words, 93 characters
Line 574: 20 words, 179 characters
Line 575: 10 words, 79 characters
Line 576: 16 words, 123 characters
Line 577: 3 words, 25 characters
Line 578: 17 words, 117 characters
Line 579: 15 words, 126 characters
Line 580: 2 words, 19 characters
Line 581: 1 words, 9 characters
Line 582: 2 words, 23 characters
Line 583: 3 words, 16 characters
Line 584: 2 words, 20 characters
Line 585: 15 words, 114 characters
Line 586: 8 words, 62 characters
Line 587: 12 words, 106 characters
Line 588: 8 words, 69 characters
Line 589: 10 words, 74 characters
Line 590: 9 words, 82 characters
Line 591: 12 words, 119 characters
Line 592: 4 words, 31 characters
Line 593: 3 words, 27 characters
Line 594: 12 words, 99 characters
Line 595: 4 words, 41 characters
Line 596: 11 words, 95 characters
Line 597: 5 words, 32 characters
Line 598: 8 words, 71 characters
Line 599: 16 words, 141 characters
Line 600: 19 words, 160 characters
Line 601: 7 words, 52 characters
Line 602: 2 words, 14 characters
Line 603: 6 words, 38 characters
Line 604: 8 words, 59 characters
Line 605: 3 words, 27 characters
Line 606: 16 words, 154 characters
Line 607: 7 words, 62 characters
Line 608: 20 words, 179 characters
Line 609: 19 words, 170 characters
Line 610: 6 words, 56 characters
Line 611: 20 words, 167 characters
Line 612: 19 words, 142 characters
Line 613: 18 words, 136 characters
Line 614: 0 words, 0 characters
Line 615: 14 words, 126 characters
Line 616: 11 words, 104 characters
Line 617: 4 words, 30 characters
Line 618: 3 words, 23 characters
Line 619: 19 words, 175 characters
Line 620: 11 words, 95 characters
Line 621: 12 words, 106 characters
Line 622: 8 words, 72 characters
Line 623: 3 words, 32 characters
Line 624: 0 words, 0 characters
Line 625: 9 words, 77 characters
Line 626: 4 words, 32 characters
Line 627: 9 words, 82 characters
Line 628: 20 words, 182 characters
Line 629: 13 words, 132 characters
Line 630: 20 words, 170 characters
Line 631: 5 words, 38 characters
Line 632: 12 words, 99 characters
Line 633: 7 words, 45 characters
Line 634: 12 words, 94 characters
Line 635: 14 words, 111 characters
Line 636: 3 words, 27 characters
Line 637: 19 words, 164 characters
Line 638: 20 words, 175 characters
Line 639: 9 words, 70 characters
Line 640: 8 words, 86 characters
Line 641: 17 words, 133 characters
Line 642: 5 words, 51 characters
Line 643: 9 words, 84 characters
Line 644: 13 words, 100 characters
Line 645: 4 words, 46 characters
Line 646: 16 words, 121 characters
Line 647: 13 words, 123 characters
Line 648: 7 words, 62 characters
Line 649: 12 words, 103 characters
Line 650: 18 words, 163 characters
Line 651: 20 words, 186 characters
Line 652: 18 words, 120 characters
Line 653: 15 words, 134 characters
Line 654: 7 words, 79 characters
Line 655: 0 words, 0 characters
Line 656: 13 words, 124 characters
Line 657: 6 words, 45 characters
Line 658: 10 words, 90 characters
Line 659: 14 words, 131 characters
Line 660: 3 words, 22 characters
Line 661: 6 words, 36 characters
Line 662: 9 words, 79 characters
Line 663: 7 words, 50 characters
Line 664: 0 words, 0 characters
Line 665: 4 words, 32 characters
Line 666: 11 words, 86 characters
Line 667: 9 words, 91 characters
Line 668: 10 words, 86 characters
Line 669: 16 words, 147 characters
Line 670: 4 words, 28 characters
Line 671: 3 words, 19 characters
Line 672: 8 words, 49 characters
Line 673: 12 words, 107 characters
Line 674: 20 words, 169 characters
Line 675: 12 words, 100 characters
Line 676: 17 words, 143 characters
Line 677: 16 words, 137 characters
Line 678: 3 words, 22 characters
Line 679: 14 words, 101 characters
Line 680: 12 words, 91 characters
Line 681: 17 words, 131 characters
Line 682: 8 words, 75 characters
Line 683: 1 words, 6 characters
Line 684: 1 words, 10 characters
Line 685: 7 words, 64 characters
Line 686: 9 words, 64 characters
Line 687: 5 words, 48 characters
Line 688: 5 words, 45 characters
Line 689: 12 words, 100 characters
Line 690: 19 words, 160 characters
Line 691: 15 words, 126 characters
Line 692: 20 words, 170 characters
Line 693: 17 words, 126 characters
Line 694: 17 words, 142 characters
Line 695: 1 words, 4 characters
Line 696: 13 words, 100 characters
Line 697: 20 words, 182 characters
Line 698: 19 words, 147 characters
Line 699: 5 words, 31 characters
Line 700: 19 words, 162 characters
Line 701: 6 words, 46 characters
Line 702: 4 words, 27 characters
Line 703: 18 words, 139 characters
Line 704: 0 words, 0 characters
Line 705: 12 words, 115 characters
Line 706: 7 words, 62 characters
Line 707: 20 words, 152 characters
Line 708: 8 words, 70 characters
Line 709: 20 words, 181 characters
Line 710: 5 words, 39 characters
Line 711: 0 words, 0 characters
Line 712: 20 words, 171 characters
Line 713: 4 words, 34 characters
Line 714: 6 words, 52 characters
Line 715: 14 words, 126 characters
Line 716: 17 words, 145 characters
Line 717: 13 words, 110 characters
Line 718: 9 words, 75 characters
Line 719: 0 words, 0 characters
Line 720: 10 words, 89 characters
Line 721: 6 words, 47 characters
Line 722: 12 words, 110 characters
Line 723: 11 words, 83 characters
Line 724: 15 words, 115 characters
Line 725: 14 words, 104 characters
Line 726: 1 words, 7 characters
Line 727: 5 words, 42 characters
Line 728: 15 words, 130 characters
Line 729: 3 words, 23 characters
Line 730: 5 words, 57 characters
Line 731: 19 words, 157 characters
Line 732: 5 words, 48 characters
Line 733: 0 words, 0 characters
Line 734: 13 words, 112 characters
Line 735: 7 words, 67 characters
Line 736: 20 words, 167 characters
Line 737: 8 words, 54 characters
Line 738: 10 words, 82 characters
Line 739: 16 words, 148 characters
Line 740: 3 words, 25 characters
Line 741: 9 words, 65 characters
Line 742: 13 words, 132 characters
Line 743: 11 words, 84 characters
Line 744: 18 words, 163 characters
Line 745: 5 words, 41 characters
Line 746: 16 words, 130 characters
Line 747: 11 words, 105 characters
Line 748: 20 words, 170 characters
Line 749: 10 words, 85 characters
Line 750: 19 words, 164 characters
Line 751: 19 words, 161 characters
Line 752: 10 words, 86 characters
Line 753: 7 words, 73 characters
Line 754: 2 words, 16 characters
Line 755: 15 words, 121 characters
Line 756: 18 words, 149 characters
Line 757: 17 words, 141 characters
Line 758: 17 words, 154 characters
Line 759: 8 words, 67 characters
Line 760: 15 words, 144 characters
Line 761: 4 words, 31 characters
Line 762: 3 words, 25 characters
Line 763: 7 words, 55 characters
Line 764: 4 words, 33 characters
Line 765: 4 words, 50 characters
Line 766: 0 words, 0 characters
Line 767: 12 words, 106 characters
Line 768: 15 words, 140 characters
Line 769: 18 words, 152 characters
Line 770: 17 words, 150 characters
Line 771: 5 words, 43 characters
Line 772: 2 words, 14 characters
Line 773: 7 words, 61 characters
Line 774: 9 words, 70 characters
Line 775: 9 words, 73 characters
Line 776: 2 words, 13 characters
Line 777: 13 words, 115 characters
Line 778: 16 words, 156 characters
Line 779: 1 words, 5 characters
Line 780: 11 words, 87 characters
Line 781: 16 words, 143 characters
Line 782: 17 words, 122 characters
Line 783: 4 words, 24 characters
Line 784: 7 words, 51 characters
Line 785: 0 words, 0 characters
Line 786: 16 words, 137 characters
Line 787: 5 words, 53 characters
Line 788: 15 words, 109 characters
Line 789: 19 words, 160 characters
Line 790: 12 words, 110 characters
Line 791: 15 words, 135 characters
Line 792: 7 words, 59 characters
Line 793: 18 words, 182 characters
Line 794: 1 words, 3 characters
Line 795: 1 words, 5 characters
Line 796: 3 words, 26 characters
Line 797: 7 words, 56 characters
Line 798: 8 words, 51 characters
Line 799: 0 words, 0 characters
Line 800: 17 words, 142 characters
Line 801: 19 words, 165 characters
Line 802: 4 words, 26 characters
Line 803: 12 words, 108 characters
Line 804: 20 words, 172 characters
Line 805: 17 words, 147 characters
Line 806: 5 words, 56 characters
Line 807: 19 words, 149 characters
Line 808: 16 words, 148 characters
Line 809: 6 words, 46 characters
Line 810: 20 words, 153 characters
Line 811: 7 words, 45 characters
Line 812: 7 words, 56 characters
Line 813: 5 words, 36 characters
Line 814: 13 words, 96 characters
Line 815: 0 words, 0 characters
Line 816: 20 words, 166 characters
Line 817: 12 words, 103 characters
Line 818: 17 words, 160 characters
Line 819: 9 words, 65 characters
Line 820: 2 words, 12 characters
Line 821: 10 words, 80 characters
Line 822: 4 words, 36 characters
Line 823: 11 words, 86 characters
Line 824: 19 words, 152 characters
Line 825: 16 words, 137 characters
Line 826: 3 words, 26 characters
Line 827: 7 words, 49 characters
Line 828: 12 words, 110 characters
Line 829: 12 words, 101 characters
Line 830: 7 words, 58 characters
Line 831: 4 words, 33 characters
Line 832: 18 words, 147 characters
Line 833: 16 words, 158 characters
Line 834: 19 words, 163 characters
Line 835: 2 words, 15 characters
Line 836: 18 words, 150 characters
Line 837: 17 words, 147 characters
Line 838: 7 words, 56 characters
Line 839: 1 words, 8 characters
Line 840: 7 words, 60 characters
Line 841: 5 words, 51 characters
Line 842: 1 words, 6 characters
Line 843: 1 words, 5 characters
Line 844: 7 words, 58 characters
Line 845: 18 words, 150 characters
Line 846: 3 words, 19 characters
Line 847: 6 words, 35 characters
Line 848: 0 words, 0 characters
Line 849: 12 words, 124 characters
Line 850: 17 words, 134 characters
Line 851: 2 words, 24 characters
Line 852: 18 words, 166 characters
Line 853: 14 words, 93 characters
Line 854: 4 words, 35 characters
Line 855: 15 words, 144 characters
Line 856: 0 words, 0 characters
Line 857: 16 words, 148 characters
Line 858: 14 words, 113 characters
Line 859: 11 words, 88 characters
Line 860: 16 words, 115 characters
Line 861: 1 words, 8 characters
Line 862: 2 words, 11 characters
Line 863: 14 words, 117 characters
Line 864: 11 words, 87 characters
Line 865: 10 words, 83 characters
Line 866: 19 words, 174 characters
Line 867: 13 words, 111 characters
Line 868: 0 words, 0 characters
Line 869: 18 words, 159 characters
Line 870: 6 words, 48 characters
Line 871: 5 words, 45 characters
Line 872: 6 words, 53 characters
Line 873: 19 words, 178 characters
Line 874: 11 words, 88 characters
