Line 1: 1 words, 11 characters
Line 136: 15 words, 142 characters
Line 137: 17 words, 154 characters
Line 138: 0 words, 0 characters
Line 139: 11 words, 102 characters
Line 140: 8 words, 75 characters
Line 141: 16 words, 132 characters
Line 142: 2 words, 19 characters
Line 143: 8 words, 65 characters
Line 144: 19 words, 166 characters
Line 145: 17 words, 116 characters
Line 146: 20 words, 170 characters
Line 147: 17 words, 139 characters
Line 148: 4 words, 38 characters
Line 149: 10 words, 85 characters
Line 150: 17 words, 143 characters
Line 151: 12 words, 107 characters
Line 152: 0 words, 0 characters
Line 153: 7 words, 56 characters
Line 154: 4 words, 22 characters
Line 155: 11 words, 85 characters
Line 156: 7 words, 52 characters
Line 157: 14 words, 126 characters
Line 158: 2 words, 17 characters
Line 159: 17 words, 165 characters
Line 160: 13 words, 108 characters
Line 161: 11 words, 96 characters
Line 162: 19 words, 154 characters
Line 163: 17 words, 142 characters
Line 164: 12 words, 79 characters
Line 165: 20 words, 174 characters
Line 166: 11 words, 94 characters
Line 167: 20 words, 186 characters
Line 168: 14 words, 131 characters
Line 169: 8 words, 74 characters
Line 170: 16 words, 149 characters
Line 171: 3 words, 26 characters
Line 172: 5 words, 39 characters
Line 173: 14 words, 131 characters
Line 174: 8 words, 62 characters
Line 175: 2 words, 16 characters
Line 176: 12 words, 104 characters
Line 177: 7 words, 67 characters
Line 178: 16 words, 123 characters
Line 179: 8 words, 58 characters
Line 180: 4 words, 47 characters
Line 181: 0 words, 0 characters
Line 182: 7 words, 53 characters
Line 183: 3 words, 19 characters
Line 184: 1 words, 5 characters
Line 185: 13 words, 108 characters
Line 186: 14 words, 100 characters
Line 187: 7 words, 66 characters
Line 188: 3 words, 26 characters
Line 189: 19 words, 152 characters
Line 190: 20 words, 174 characters
Line 191: 3 words, 26 characters
Line 192: 5 words, 34 characters
Line 193: 18 words, 151 characters
Line 194: 19 words, 171 characters
Line 195: 9 words, 83 characters
Line 196: 17 words, 159 characters
Line 197: 4 words, 26 characters
Line 198: 8 words, 55 characters
Line 199: 13 words, 111 characters
Line 200: 11 words, 80 characters
Line 201: 17 words, 144 characters
Line 202: 17 words, 156 characters
Line 203: 5 words, 39 characters
Line 204: 8 words, 78 characters
Line 205: 12 words, 121 characters
Line 206: 11 words, 102 characters
Line 207: 16 words, 136 characters
Line 208: 12 words, 116 characters
Line 209: 13 words, 100 characters
Line 210: 20 words, 168 characters
Line 211: 5 words, 47 characters
Line 212: 3 words, 18 characters
Line 213: 11 words, 113 characters
Line 214: 8 words, 63 characters
Line 215: 18 words, 156 characters
Line 216: 3 words, 20 characters
Line 217: 4 words, 31 characters
Line 218: 8 words, 70 characters
Line 219: 3 words, 28 characters
Line 220: 14 words, 124 characters
Line 221: 0 words, 0 characters
Line 222: 9 words, 75 characters
Line 223: 6 words, 57 characters
Line 224: 18 words, 160 characters
Line 225: 15 words, 126 characters
Line 226: 11 words, 97 characters
Line 227: 20 words, 154 characters
Line 228: 4 words, 35 characters
Line 229: 11 words, 116 characters
Line 230: 15 words, 133 characters
Line 231: 20 words, 181 characters
Line 232: 13 words, 120 characters
Line 233: 7 words, 60 characters
Line 234: 7 words, 53 characters
Line 235: 12 words, 96 characters
Line 236: 8 words, 84 characters
Line 237: 16 words, 144 characters
Line 238: 10 words, 92 characters
Line 239: 6 words, 51 characters
Line 240: 0 words, 0 characters
Line 241: 8 words, 70 characters
Line 242: 1 words, 11 characters
Line 243: 10 words, 94 characters
Line 244: 18 words, 167 characters
Line 245: 4 words, 32 characters
Line 246: 12 words, 121 characters
Line 247: 12 words, 117 characters
Line 248: 14 words, 121 characters
Line 249: 1 words, 9 characters
Line 250: 4 words, 40 characters
Line 251: 8 words, 62 characters
Line 252: 5 words, 38 characters
Line 253: 10 words, 90 characters
Line 254: 8 words, 53 characters
Line 255: 6 words, 43 characters
Line 256: 1 words, 9 characters
Line 257: 19 words, 144 characters
Line 258: 4 words, 43 characters
Line 259: 20 words, 173 characters
Line 260: 10 words, 88 characters
Line 261: 19 words, 174 characters
Line 262: 2 words, 18 characters
Line 263: 14 words, 121 characters
Line 264: 0 words, 0 characters
Line 265: 3 words, 25 characters
Line 266: 2 words, 17 characters
Line 267: 12 words, 103 characters
Line 268: 5 words, 49 characters
Line 269: 20 words, 160 characters
Line 270: 14 words, 114 characters
Line 271: 11 words, 99 characters
Line 272: 20 words, 183 characters
Line 273: 9 words, 78 characters
Line 274: 20 words, 190 characters
Line 275: 8 words, 70 characters
Line 276: 13 words, 97 characters
Line 277: 3 words, 20 characters
Line 278: 20 words, 173 characters
Line 279: 3 words, 28 characters
Line 280: 12 words, 101 characters
Line 281: 6 words, 53 characters
Line 282: 15 words, 146 characters
Line 283: 15 words, 125 characters
Line 284: 1 words, 9 characters
Line 285: 17 words, 130 characters
Line 286: 20 words, 169 characters
Line 287: 19 words, 164 characters
Line 288: 4 words, 30 characters
Line 289: 15 words, 115 characters
Line 290: 5 words, 40 characters
Line 291: 15 words, 135 characters
Line 292: 13 words, 92 characters
Line 293: 11 words, 111 characters
Line 294: 20 words, 152 characters
Line 295: 19 words, 179 characters
Line 296: 0 words, 0 characters
Line 297: 10 words, 74 characters
Line 298: 11 words, 78 characters
Line 299: 9 words, 57 characters
Line 300: 18 words, 143 characters
Line 301: 11 words, 87 characters
Line 302: 6 words, 55 characters
Line 303: 4 words, 34 characters
Line 304: 0 words, 0 characters
Line 305: 11 words, 88 characters
Line 306: 9 words, 67 characters
Line 307: 13 words, 109 characters
Line 308: 10 words, 90 characters
Line 309: 18 words, 135 characters
Line 310: 17 words, 128 characters
Line 311: 17 words, 169 characters
Line 312: 13 words, 106 characters
Line 313: 10 words, 85 characters
Line 314: 12 words, 103 characters
Line 315: 1 words, 3 characters
Line 316: 4 words, 34 characters
Line 317: 15 words, 134 characters
Line 318: 18 words, 148 characters
Line 319: 15 words, 112 characters
Line 320: 20 words, 169 characters
Line 321: 17 words, 131 characters
Line 322: 5 words, 43 characters
Line 323: 17 words, 140 characters
Line 324: 3 words, 21 characters
Line 325: 2 words, 18 characters
Line 326: 11 words, 104 characters
Line 327: 10 words, 88 characters
Line 328: 2 words, 15 characters
Line 329: 9 words, 89 characters
Line 330: 17 words, 145 characters
Line 331: 11 words, 97 characters
Line 332: 12 words, 116 characters
Line 333: 16 words, 126 characters
Line 334: 1 words, 11 characters
Line 335: 1 words, 4 characters
Line 336: 14 words, 122 characters
Line 337: 4 words, 30 characters
Line 338: 16 words, 138 characters
Line 339: 0 words, 0 characters
Line 340: 4 words, 26 characters
Line 341: 2 words, 15 characters
Line 342: 8 words, 65 characters
Line 343: 3 words, 23 characters
Line 344: 1 words, 5 characters
Line 345: 14 words, 118 characters
Line 346: 19 words, 147 characters
Line 347: 0 words, 0 characters
Line 348: 17 words, 149 characters
Line 349: 3 words, 20 characters
Line 350: 5 words, 44 characters
Line 351: 8 words, 71 characters
Line 352: 12 words, 103 characters
Line 353: 3 words, 30 characters
Line 354: 16 words, 144 characters
Line 355: 11 words, 105 characters
Line 356: 2 words, 19 characters
Line 357: 5 words, 38 characters
Line 358: 16 words, 121 characters
Line 359: 0 words, 0 characters
Line 360: 9 words, 59 characters
Line 361: 19 words, 162 characters
Line 362: 1 words, 6 characters
Line 363: 14 words, 122 characters
Line 364: 10 words, 70 characters
Line 365: 10 words, 71 characters
Line 366: 13 words, 112 characters
Line 367: 20 words, 181 characters
Line 368: 12 words, 105 characters
Line 369: 8 words, 74 characters
Line 370: 15 words, 106 characters
Line 371: 8 words, 64 characters
Line 372: 12 words, 106 characters
Line 373: 19 words, 159 characters
Line 374: 15 words, 139 characters
Line 375: 9 words, 72 characters
Line 376: 4 words, 34 characters
Line 377: 12 words, 102 characters
Line 378: 11 words, 73 characters
Line 379: 9 words, 81 characters
Line 380: 2 words, 13 characters
Line 381: 3 words, 33 characters
Line 382: 0 words, 0 characters
Line 383: 20 words, 173 characters
Line 384: 8 words, 78 characters
Line 385: 4 words, 33 characters
Line 386: 20 words, 168 characters
Line 387: 1 words, 9 characters
Line 388: 3 words, 26 characters
Line 389: 2 words, 24 characters
Line 390: 6 words, 45 characters
Line 391: 3 words, 26 characters
Line 392: 1 words, 11 characters
Line 393: 0 words, 0 characters
Line 394: 15 words, 127 characters
Line 395: 20 words, 184 characters
Line 396: 15 words, 135 characters
Line 397: 8 words, 64 characters
Line 398: 8 words, 79 characters
Line 399: 4 words, 37 characters
Line 400: 8 words, 78 characters
Line 401: 12 words, 115 characters
Line 402: 5 words, 43 characters
Line 403: 6 words, 57 characters
Line 404: 17 words, 162 characters
Line 405: 8 words, 71 characters
Line 406: 16 words, 142 characters
Line 407: 16 words, 121 characters
Line 408: 8 words, 70 characters
Line 409: 17 words, 142 characters
Line 410: 13 words, 108 characters
Line 411: 8 words, 66 characters
Line 412: 7 words, 68 characters
Line 413: 8 words, 66 characters
Line 414: 7 words, 54 characters
Line 415: 18 words, 131 characters
Line 416: 1 words, 7 characters
Line 417: 6 words, 49 characters
Line 418: 18 words, 157 characters
Line 419: 8 words, 71 characters
Line 420: 2 words, 14 characters
Line 421: 9 words, 74 characters
Line 422: 8 words, 79 characters
Line 423: 4 words, 43 characters
Line 424: 18 words, 179 characters
Line 425: 19 words, 160 characters
Line 426: 10 words, 108 characters
Line 427: 7 words, 62 characters
Line 428: 10 words, 85 characters
Line 429: 8 words, 70 characters
Line 430: 2 words, 13 characters
Line 431: 18 words, 172 characters
Line 432: 4 words, 44 characters
Line 433: 11 words, 106 characters
Line 434: 10 words, 111 characters
Line 435: 13 words, 115 characters
Line 436: 13 words, 118 characters
Line 437: 5 words, 45 characters
Line 438: 7 words, 60 characters
Line 439: 5 words, 41 characters
Line 440: 16 words, 152 characters
Line 441: 16 words, 125 characters
Line 442: 9 words, 91 characters
Line 443: 16 words, 134 characters
Line 444: 16 words, 130 characters
Line 445: 0 words, 0 characters
Line 446: 9 words, 66 characters
Line 447: 1 words, 7 characters
Line 448: 3 words, 32 characters
Line 449: 15 words, 126 characters
Line 450: 18 words, 131 characters
Line 451: 4 words, 27 characters
Line 452: 19 words, 155 characters
Line 453: 12 words, 112 characters
Line 454: 20 words, 164 characters
Line 455: 3 words, 28 characters
Line 456: 5 words, 46 characters
Line 457: 5 words, 46 characters
Line 458: 16 words, 154 characters
Line 459: 15 words, 139 characters
Line 460: 3 words, 21 characters
Line 461: 0 words, 0 characters
Line 462: 18 words, 167 characters
Line 463: 0 words, 0 characters
Line 464: 0 words, 0 characters
Line 465: 13 words, 108 characters
Line 466: 17 words, 153 characters
Line 467: 9 words, 77 characters
Line 468: 4 words, 31 characters
Line 469: 18 words, 156 characters
Line 470: 8 words, 80 characters
Line 471: 12 words, 86 characters
Line 472: 8 words, 57 characters
Line 473: 5 words, 39 characters
Line 474: 5 words, 44 characters
Line 475: 18 words, 142 characters
Line 476: 13 words, 106 characters
Line 477: 1 words, 6 characters
Line 478: 6 words, 48 characters
Line 479: 9 words, 69 characters
Line 480: 16 words, 148 characters
Line 481: 11 words, 91 characters
Line 482: 0 words, 0 characters
Line 483: 13 words, 98 characters
Line 484: 19 words, 138 characters
Line 485: 0 words, 0 characters
Line 486: 18 words, 165 characters
Line 487: 6 words, 51 characters
Line 488: 19 words, 162 characters
Line 489: 13 words, 108 characters
Line 490: 16 words, 142 characters
Line 491: 10 words, 85 characters
Line 492: 17 words, 164 characters
Line 493: 14 words, 122 characters
Line 494: 2 words, 18 characters
Line 495: 1 words, 12 characters
Line 496: 14 words, 106 characters
Line 497: 16 words, 164 characters
Line 498: 1 words, 3 characters
Line 499: 11 words, 107 characters
Line 500: 3 words, 19 characters
Line 501: 20 words, 169 characters
Line 502: 2 words, 9 characters
Line 503: 9 words, 86 characters
Line 504: 12 words, 107 characters
Line 505: 18 words, 168 characters
Line 506: 20 words, 172 characters
Line 507: 11 words, 75 characters
Line 508: 8 words, 59 characters
Line 509: 20 words, 154 characters
Line 510: 5 words, 47 characters
Line 511: 11 words, 107 characters
Line 512: 2 words, 14 characters
Line 513: 20 words, 166 characters
Line 514: 6 words, 53 characters
Line 515: 15 words, 127 characters
Line 516: 8 words, 58 characters
Line 517: 10 words, 95 characters
Line 518: 12 words, 97 characters
Line 519: 10 words, 81 characters
Line 520: 20 words, 182 characters
Line 521: 12 words, 99 characters
Line 522: 17 words, 148 characters
Line 523: 1 words, 9 characters
Line 524: 2 words, 19 characters
Line 525: 6 words, 43 characters
Line 526: 17 words, 157 characters
Line 527: 3 words, 23 characters
Line 528: 3 words, 22 characters
Line 529: 6 words, 64 characters
Line 530: 8 words, 76 characters
Line 531: 20 words, 184 characters
Line 532: 5 words, 46 characters
Line 533: 4 words, 25 characters
Line 534: 1 words, 8 characters
Line 535: 5 words, 33 characters
Line 536: 10 words, 89 characters
Line 537: 11 words, 85 characters
Line 538: 16 words, 127 characters
Line 539: 17 words, 130 characters
Line 540: 5 words, 36 characters
Line 541: 8 words, 75 characters
Line 542: 15 words, 129 characters
Line 543: 15 words, 141 characters
Line 544: 7 words, 70 characters
Line 545: 5 words, 39 characters
Line 546: 14 words, 127 characters
Line 547: 17 words, 153 characters
Line 548: 2 words, 19 characters
Line 549: 1 words, 12 characters
Line 550: 2 words, 17 characters
Line 551: 8 words, 45 characters
Line 552: 10 words, 89 characters
Line 553: 18 words, 166 characters
Line 554: 8 words, 47 characters
Line 555: 14 words, 121 characters
Line 556: 18 words, 162 characters
Line 557: 6 words, 52 characters
Line 558: 15 words, 117 characters
Line 559: 20 words, 177 characters
Line 560: 1 words, 5 characters
Line 561: 11 words, 95 characters
Line 562: 15 words, 126 characters
Line 563: 10 words, 78 characters
Line 564: 6 words, 47 characters
Line 565: 16 words, 130 characters
Line 566: 16 words, 130 characters
Line 567: 17 words, 140 characters
Line 568: 5 words, 45 characters
Line 569: 6 words, 47 characters
Line 570: 19 words, 153 characters
Line 571: 0 words, 0 characters
Line 572: 6 words, 49 characters
Line 573: 5 words, 43 characters
Line 574: 15 words, 127 characters
Line 575: 10 words, 95 characters
Line 576: 13 words, 115 characters
Line 577: 14 words, 119 characters
Line 578: 3 words, 23 characters
Line 579: 12 words, 118 characters
Line 580: 3 words, 33 characters
Line 581: 18 words, 154 characters
Line 582: 10 words, 80 characters
Line 583: 3 words, 18 characters
Line 584: 4 words, 38 characters
Line 585: 17 words, 139 characters
Line 586: 6 words, 63 characters
Line 587: 0 words, 0 characters
Line 588: 12 words, 109 characters
Line 589: 11 words, 84 characters
Line 590: 11 words, 97 characters
Line 591: 11 words, 88 characters
Line 592: 3 words, 33 characters
Line 593: 16 words, 127 characters
Line 594: 3 words, 25 characters
Line 595: 19 words, 173 characters
Line 596: 3 words, 15 characters
Line 597: 16 words, 129 characters
Line 598: 16 words, 140 characters
Line 599: 1 words, 10 characters
Line 600: 10 words, 89 characters
Line 601: 13 words, 108 characters
Line 602: 2 words, 14 characters
Line 603: 18 words, 150 characters
Line 604: 13 words, 121 characters
Line 605: 7 words, 46 characters
Line 606: 11 words, 91 characters
Line 607: 14 words, 114 characters
Line 608: 17 words, 155 characters
Line 609: 17 words, 120 characters
Line 610: 6 words, 38 characters
Line 611: 16 words, 137 characters
Line 612: 19 words, 158 characters
Line 613: 16 words, 136 characters
Line 614: 9 words, 67 characters
Line 615: 13 words, 89 characters
Line 616: 12 words, 101 characters
Line 617: 8 words, 61 characters
Line 618: 0 words, 0 characters
Line 619: 10 words, 89 characters
Line 620: 15 words, 123 characters
Line 621: 13 words, 104 characters
Line 622: 19 words, 161 characters
Line 623: 13 words, 102 characters
Line 624: 14 words, 120 characters
Line 625: 13 words, 113 characters
Line 626: 6 words, 51 characters
Line 627: 4 words, 30 characters
Line 628: 20 words, 148 characters
Line 629: 9 words, 82 characters
Line 630: 10 words, 76 characters
Line 631: 18 words, 139 characters
Line 632: 16 words, 132 characters
Line 633: 6 words, 37 characters
Line 634: 14 words, 125 characters
Line 635: 6 words, 51 characters
Line 636: 17 words, 152 characters
Line 637: 5 words, 50 characters
Line 638: 7 words, 66 characters
Line 639: 11 words, 89 characters
Line 640: 7 words, 58 characters
Line 641: 18 words, 148 characters
Line 642: 1 words, 12 characters
Line 643: 15 words, 115 characters
Line 644: 12 words, 107 characters
Line 645: 5 words, 42 characters
Line 646: 13 words, 94 characters
Line 647: 6 words, 62 characters
Line 648: 6 words, 56 characters
Line 649: 20 words, 168 characters
Line 650: 16 words, 113 characters
Line 651: 11 words, 100 characters
Line 652: 19 words, 169 characters
Line 653: 18 words, 152 characters
Line 654: 16 words, 152 characters
Line 655: 8 words, 64 characters
Line 656: 14 words, 123 characters
Line 657: 15 words, 115 characters
Line 658: 19 words, 169 characters
Line 659: 19 words, 173 characters
Line 660: 15 words, 122 characters
Line 661: 6 words, 40 characters
Line 662: 10 words, 83 characters
Line 663: 12 words, 95 characters
Line 664: 20 words, 161 characters
Line 665: 11 words, 79 characters
Line 666: 8 words, 76 characters
Line 667: 5 words, 44 characters
Line 668: 0 words, 0 characters
Line 669: 9 words, 76 characters
Line 670: 3 words, 22 characters
Line 671: 7 words, 52 characters
Line 672: 9 words, 70 characters
Line 673: 7 words, 70 characters
Line 674: 17 words, 137 characters
Line 675: 7 words, 59 characters
Line 676: 13 words, 98 characters
Line 677: 17 words, 136 characters
Line 678: 14 words, 106 characters
Line 679: 12 words, 100 characters
Line 680: 17 words, 138 characters
Line 681: 17 words, 123 characters
Line 682: 17 words, 142 characters
Line 683: 18 words, 129 characters
Line 684: 18 words, 143 characters
Line 685: 20 words, 170 characters
Line 686: 15 words, 122 characters
Line 687: 15 words, 142 characters
Line 688: 8 words, 66 characters
Line 689: 3 words, 31 characters
Line 690: 16 words, 137 characters
Line 691: 5 words, 30 characters
Line 692: 9 words, 92 characters
Line 693: 19 words, 150 characters
Line 694: 16 words, 134 characters
Line 695: 7 words, 47 characters
Line 696: 7 words, 61 characters
Line 697: 7 words, 64 characters
Line 698: 1 words, 4 characters
Line 699: 12 words, 100 characters
Line 700: 7 words, 56 characters
Line 701: 11 words, 104 characters
Line 702: 5 words, 41 characters
Line 703: 11 words, 108 characters
Line 704: 12 words, 98 characters
Line 705: 6 words, 56 characters
Line 706: 18 words, 139 characters
Line 707: 7 words, 64 characters
Line 708: 17 words, 121 characters
Line 709: 19 words, 150 characters
Line 710: 6 words, 51 characters
Line 711: 4 words, 39 characters
Line 712: 19 words, 159 characters
Line 713: 19 words, 167 characters
Line 714: 16 words, 131 characters
Line 715: 6 words, 48 characters
Line 716: 7 words, 66 characters
Line 717: 1 words, 4 characters
Line 718: 0 words, 0 characters
Line 719: 4 words, 25 characters
Line 720: 8 words, 61 characters
Line 721: 5 words, 45 characters
Line 722: 17 words, 133 characters
Line 723: 20 words, 160 characters
Line 724: 19 words, 179 characters
Line 725: 3 words, 28 characters
Line 726: 16 words, 125 characters
Line 727: 11 words, 90 characters
Line 728: 20 words, 194 characters
Line 729: 8 words, 69 characters
Line 730: 3 words, 17 characters
Line 731: 1 words, 7 characters
Line 732: 13 words, 124 characters
Line 733: 4 words, 39 characters
Line 734: 18 words, 146 characters
Line 735: 18 words, 150 characters
Line 736: 2 words, 16 characters
Line 737: 18 words, 159 characters
Line 738: 8 words, 67 characters
Line 739: 20 words, 189 characters
Line 740: 8 words, 78 characters
Line 741: 12 words, 98 characters
Line 742: 20 words, 171 characters
Line 743: 10 words, 82 characters
Line 744: 6 words, 44 characters
Line 745: 10 words, 89 characters
Line 746: 9 words, 79 characters
Line 747: 14 words, 115 characters
Line 748: 18 words, 148 characters
Line 749: 1 words, 9 characters
Line 750: 11 words, 79 characters
Line 751: 10 words, 82 characters
Line 752: 17 words, 157 characters
Line 753: 14 words, 119 characters
Line 754: 0 words, 0 characters
Line 755: 2 words, 13 characters
Line 756: 0 words, 0 characters
Line 757: 20 words, 161 characters
Line 758: 10 words, 72 characters
Line 759: 1 words, 6 characters
Line 760: 11 words, 81 characters
Line 761: 13 words, 103 characters
Line 762: 12 words, 112 characters
Line 763: 11 words, 93 characters
Line 764: 16 words, 142 characters
Line 765: 9 words, 87 characters
Line 766: 5 words, 41 characters
Line 767: 18 words, 149 characters
Line 768: 18 words, 139 characters
Line 769: 3 words, 20 characters
Line 770: 4 words, 35 characters
Line 771: 10 words, 80 characters
Line 772: 17 words, 153 characters
Line 773: 5 words, 48 characters
Line 774: 17 words, 137 characters
Line 775: 1 words, 3 characters
Line 776: 4 words, 33 characters
Line 777: 7 words, 52 characters
Line 778: 12 words, 103 characters
Line 779: 11 words, 113 characters
Line 780: 11 words, 96 characters
Line 781: 14 words, 114 characters
Line 782: 4 words, 26 characters
Line 783: 7 words, 52 characters
Line 784: 12 words, 99 characters
Line 785: 18 words, 133 characters
Line 786: 8 words, 66 characters
Line 787: 14 words, 111 characters
Line 788: 5 words, 56 characters
Line 789: 8 words, 64 characters
Line 790: 0 words, 0 characters
Line 791: 6 words, 49 characters
Line 792: 19 words, 166 characters
Line 793: 14 words, 103 characters
Line 794: 9 words, 84 characters
Line 795: 1 words, 6 characters
Line 796: 7 words, 63 characters
Line 797: 11 words, 73 characters
Line 798: 20 words, 165 characters
Line 799: 12 words, 104 characters
Line 800: 17 words, 155 characters
Line 801: 14 words, 122 characters
Line 802: 5 words, 38 characters
Line 803: 9 words, 70 characters
Line 804: 19 words, 168 characters
Line 805: 7 words, 61 characters
Line 806: 5 words, 34 characters
Line 807: 4 words, 29 characters
Line 808: 15 words, 107 characters
Line 809: 12 words, 96 characters
Line 810: 20 words, 156 characters
Line 811: 11 words, 87 characters
Line 812: 13 words, 124 characters
Line 813: 4 words, 26 characters
Line 814: 12 words, 101 characters
Line 815: 19 words, 153 characters
Line 816: 5 words, 43 characters
Line 817: 15 words, 129 characters
Line 818: 15 words, 120 characters
Line 819: 1 words, 8 characters
Line 820: 15 words, 137 characters
Line 821: 6 words, 52 characters
Line 822: 15 words, 130 characters
Line 823: 13 words, 124 characters
Line 824: 19 words, 151 characters
Line 825: 19 words, 174 characters
Line 826: 12 words, 102 characters
Line 827: 3 words, 20 characters
Line 828: 20 words, 163 characters
Line 829: 14 words, 109 characters
Line 830: 10 words, 80 characters
Line 831: 5 words, 43 characters
Line 832: 4 words, 38 characters
Line 833: 10 words, 84 characters
Line 834: 5 words, 37 characters
Line 835: 10 words, 84 characters
Line 836: 10 words, 82 characters
Line 837: 10 words, 71 characters
Line 838: 0 words, 0 characters
Line 839: 16 words, 133 characters
Line 840: 0 words, 0 characters
Line 841: 13 words, 101 characters
Line 842: 10 words, 85 characters
Line 843: 20 words, 186 characters
Line 844: 19 words, 149 characters
Line 845: 16 words, 130 characters
Line 846: 13 words, 108 characters
Line 847: 0 words, 0 characters
Line 848: 5 words, 54 characters
Line 849: 2 words, 18 characters
Line 850: 7 words, 57 characters
Line 851: 5 words, 44 characters
Line 852: 8 words, 51 characters
Line 853: 11 words, 72 characters
Line 854: 17 words, 157 characters
Line 855: 3 words, 16 characters
Line 856: 2 words, 19 characters
Line 857: 19 words, 178 characters
Line 858: 6 words, 43 characters
Line 859: 3 words, 30 characters
Line 860: 18 words, 153 characters
Line 861: 17 words, 132 characters
Line 862: 4 words, 32 characters
Line 863: 14 words, 108 characters
Line 864: 12 words, 106 characters
Line 865: 2 words, 13 characters
Line 866: 5 words, 55 characters
Line 867: 17 words, 156 characters
Line 868: 2 words, 18 characters
Line 869: 1 words, 3 characters
Line 870: 4 words, 33 characters
Line 871: 11 words, 84 characters
Line 872: 19 words, 171 characters
Line 873: 12 words, 93 characters
Line 874: 5 words, 39 characters
