Line 1: 1 words, 3 characters
Line 403: 13 words, 133 characters
Line 404: 15 words, 128 characters
Line 405: 1 words, 4 characters
Line 406: 14 words, 114 characters
Line 407: 18 words, 138 characters
Line 408: 3 words, 29 characters
Line 409: 16 words, 141 characters
Line 410: 14 words, 107 characters
Line 411: 14 words, 127 characters
Line 412: 8 words, 84 characters
Line 413: 5 words, 52 characters
Line 414: 0 words, 0 characters
Line 415: 2 words, 16 characters
Line 416: 4 words, 30 characters
Line 417: 7 words, 63 characters
Line 418: 8 words, 81 characters
Line 419: 2 words, 16 characters
Line 420: 18 words, 171 characters
Line 421: 17 words, 138 characters
Line 422: 5 words, 33 characters
Line 423: 11 words, 87 characters
Line 424: 0 words, 0 characters
Line 425: 2 words, 13 characters
Line 426: 17 words, 152 characters
Line 427: 1 words, 10 characters
Line 428: 0 words, 0 characters
Line 429: 20 words, 148 characters
Line 430: 8 words, 63 characters
Line 431: 1 words, 7 characters
Line 432: 8 words, 67 characters
Line 433: 2 words, 10 characters
Line 434: 9 words, 81 characters
Total: 434 lines, 4121 words, 34816 characters
