Line 1: 8 words, 71 characters
Line 120: 3 words, 18 characters
Line 121: 7 words, 48 characters
Line 122: 7 words, 69 characters
Line 123: 13 words, 118 characters
Line 124: 14 words, 133 characters
Line 125: 18 words, 148 characters
Line 126: 16 words, 130 characters
Line 127: 10 words, 97 characters
Line 128: 8 words, 69 characters
Line 129: 15 words, 135 characters
Line 130: 16 words, 141 characters
Line 131: 2 words, 21 characters
Line 132: 9 words, 80 characters
Line 133: 18 words, 149 characters
Line 134: 15 words, 136 characters
Line 135: 10 words, 92 characters
Line 136: 3 words, 27 characters
Line 137: 16 words, 147 characters
Line 138: 8 words, 61 characters
Line 139: 18 words, 143 characters
Line 140: 2 words, 23 characters
Line 141: 16 words, 140 characters
Line 142: 1 words, 5 characters
Line 143: 0 words, 0 characters
Line 144: 8 words, 62 characters
Line 145: 18 words, 161 characters
Line 146: 0 words, 0 characters
Line 147: 8 words, 74 characters
Line 148: 0 words, 0 characters
Line 149: 12 words, 104 characters
Line 150: 20 words, 157 characters
Line 151: 10 words, 91 characters
Line 152: 19 words, 174 characters
Line 153: 8 words, 59 characters
Line 154: 18 words, 158 characters
Line 155: 17 words, 139 characters
Line 156: 0 words, 0 characters
Line 157: 0 words, 0 characters
Line 158: 12 words, 95 characters
Line 159: 18 words, 148 characters
Line 160: 20 words, 174 characters
Line 161: 13 words, 114 characters
Line 162: 9 words, 74 characters
Line 163: 1 words, 12 characters
Line 164: 18 words, 170 characters
Line 165: 10 words, 83 characters
Line 166: 14 words, 105 characters
Line 167: 10 words, 93 characters
Line 168: 5 words, 44 characters
Line 169: 7 words, 50 characters
Line 170: 11 words, 99 characters
Line 171: 1 words, 11 characters
Line 172: 17 words, 140 characters
Line 173: 9 words, 71 characters
Line 174: 19 words, 174 characters
Line 175: 12 words, 95 characters
Line 176: 4 words, 25 characters
Line 177: 8 words, 71 characters
Line 178: 16 words, 134 characters
Line 179: 12 words, 91 characters
Line 180: 10 words, 67 characters
Line 181: 10 words, 87 characters
Line 182: 13 words, 122 characters
Line 183: 7 words, 61 characters
Line 184: 8 words, 74 characters
Line 185: 1 words, 10 characters
Line 186: 9 words, 64 characters
Line 187: 18 words, 145 characters
Line 188: 13 words, 91 characters
Line 189: 15 words, 144 characters
Line 190: 11 words, 94 characters
Line 191: 10 words, 84 characters
Line 192: 7 words, 58 characters
Line 193: 5 words, 36 characters
Line 194: 2 words, 14 characters
Line 195: 0 words, 0 characters
Line 196: 12 words, 111 characters
Line 197: 13 words, 115 characters
Line 198: 14 words, 123 characters
Line 199: 3 words, 29 characters
Line 200: 16 words, 139 characters
Line 201: 9 words, 76 characters
Line 202: 15 words, 138 characters
Line 203: 4 words, 42 characters
Line 204: 11 words, 95 characters
Line 205: 17 words, 157 characters
Line 206: 14 words, 107 characters
Line 207: 12 words, 97 characters
Line 208: 10 words, 85 characters
Line 209: 20 words, 179 characters
Line 210: 15 words, 121 characters
Line 211: 0 words, 0 characters
Line 212: 7 words, 45 characters
Line 213: 20 words, 172 characters
Line 214: 15 words, 135 characters
Line 215: 2 words, 7 characters
Line 216: 3 words, 21 characters
Line 217: 4 words, 37 characters
Line 218: 19 words, 144 characters
Line 219: 15 words, 100 characters
Line 220: 10 words, 104 characters
Line 221: 3 words, 28 characters
Line 222: 1 words, 8 characters
Line 223: 12 words, 101 characters
Line 224: 0 words, 0 characters
Line 225: 16 words, 113 characters
Line 226: 13 words, 90 characters
Line 227: 1 words, 11 characters
Line 228: 4 words, 39 characters
Line 229: 2 words, 14 characters
Line 230: 2 words, 15 characters
Line 231: 10 words, 79 characters
Line 232: 18 words, 135 characters
Line 233: 10 words, 90 characters
Line 234: 14 words, 122 characters
Line 235: 16 words, 143 characters
Line 236: 3 words, 27 characters
Line 237: 10 words, 76 characters
Line 238: 8 words, 81 characters
Line 239: 16 words, 129 characters
Line 240: 12 words, 78 characters
Line 241: 8 words, 65 characters
Line 242: 0 words, 0 characters
Line 243: 12 words, 112 characters
Line 244: 5 words, 32 characters
Line 245: 4 words, 40 characters
Line 246: 4 words, 26 characters
Line 247: 13 words, 122 characters
Line 248: 15 words, 129 characters
Line 249: 11 words, 89 characters
Line 250: 1 words, 10 characters
Line 251: 9 words, 81 characters
Line 252: 6 words, 52 characters
Line 253: 15 words, 130 characters
Line 254: 18 words, 130 characters
Line 255: 11 words, 87 characters
Line 256: 3 words, 32 characters
Line 257: 2 words, 23 characters
Line 258: 9 words, 81 characters
Line 259: 1 words, 5 characters
Line 260: 17 words, 137 characters
Line 261: 5 words, 37 characters
Line 262: 6 words, 48 characters
Line 263: 7 words, 62 characters
Line 264: 5 words, 47 characters
Line 265: 2 words, 14 characters
Line 266: 16 words, 128 characters
Line 267: 2 words, 17 characters
Line 268: 13 words, 115 characters
Line 269: 18 words, 150 characters
Line 270: 18 words, 134 characters
Line 271: 3 words, 17 characters
Line 272: 4 words, 34 characters
Line 273: 18 words, 148 characters
Line 274: 0 words, 0 characters
Line 275: 15 words, 121 characters
Line 276: 4 words, 43 characters
Line 277: 15 words, 124 characters
Line 278: 7 words, 65 characters
Line 279: 7 words, 42 characters
Line 280: 2 words, 15 characters
Line 281: 9 words, 91 characters
Line 282: 18 words, 155 characters
Line 283: 20 words, 172 characters
Line 284: 9 words, 74 characters
Line 285: 8 words, 70 characters
Line 286: 3 words, 28 characters
Line 287: 3 words, 27 characters
Line 288: 12 words, 101 characters
Line 289: 20 words, 159 characters
Line 290: 1 words, 9 characters
Line 291: 4 words, 28 characters
Line 292: 6 words, 43 characters
Line 293: 12 words, 97 characters
Line 294: 6 words, 35 characters
Line 295: 10 words, 82 characters
Line 296: 0 words, 0 characters
Line 297: 13 words, 108 characters
Line 298: 17 words, 142 characters
Line 299: 7 words, 47 characters
Line 300: 16 words, 135 characters
Line 301: 18 words, 149 characters
Line 302: 16 words, 127 characters
Line 303: 15 words, 127 characters
Line 304: 6 words, 49 characters
Line 305: 9 words, 72 characters
Line 306: 12 words, 93 characters
Line 307: 18 words, 144 characters
Line 308: 3 words, 33 characters
Line 309: 9 words, 80 characters
Line 310: 16 words, 123 characters
Line 311: 9 words, 79 characters
Line 312: 3 words, 27 characters
Line 313: 4 words, 29 characters
Line 314: 5 words, 41 characters
Line 315: 19 words, 157 characters
Line 316: 3 words, 16 characters
Line 317: 10 words, 83 characters
Line 318: 20 words, 174 characters
Line 319: 0 words, 0 characters
Line 320: 18 words, 134 characters
Line 321: 1 words, 7 characters
Line 322: 18 words, 132 characters
Line 323: 11 words, 102 characters
Line 324: 0 words, 0 characters
Line 325: 14 words, 129 characters
Line 326: 14 words, 114 characters
Line 327: 10 words, 94 characters
Line 328: 20 words, 166 characters
Line 329: 7 words, 53 characters
Line 330: 12 words, 99 characters
Line 331: 2 words, 15 characters
Line 332: 13 words, 115 characters
Line 333: 4 words, 25 characters
Line 334: 9 words, 73 characters
Line 335: 20 words, 168 characters
Line 336: 9 words, 83 characters
Line 337: 13 words, 104 characters
Line 338: 11 words, 101 characters
Line 339: 8 words, 71 characters
Line 340: 8 words, 68 characters
Line 341: 0 words, 0 characters
Line 342: 9 words, 80 characters
Line 343: 17 words, 142 characters
Line 344: 5 words, 51 characters
Line 345: 9 words, 65 characters
Line 346: 16 words, 124 characters
Line 347: 6 words, 52 characters
Line 348: 19 words, 135 characters
Line 349: 19 words, 168 characters
Line 350: 6 words, 56 characters
Line 351: 2 words, 16 characters
Line 352: 4 words, 32 characters
Line 353: 13 words, 102 characters
Line 354: 20 words, 157 characters
Line 355: 13 words, 101 characters
Line 356: 13 words, 112 characters
Line 357: 6 words, 53 characters
Line 358: 6 words, 40 characters
Line 359: 4 words, 30 characters
Line 360: 3 words, 26 characters
Line 361: 7 words, 57 characters
Line 362: 17 words, 137 characters
Line 363: 9 words, 81 characters
Line 364: 11 words, 92 characters
Line 365: 20 words, 161 characters
Line 366: 5 words, 39 characters
Line 367: 9 words, 78 characters
Line 368: 5 words, 53 characters
Line 369: 8 words, 66 characters
Line 370: 1 words, 5 characters
Line 371: 8 words, 72 characters
Line 372: 7 words, 71 characters
Line 373: 6 words, 47 characters
Line 374: 15 words, 120 characters
Line 375: 15 words, 118 characters
Line 376: 15 words, 132 characters
Line 377: 17 words, 150 characters
Line 378: 8 words, 58 characters
Line 379: 18 words, 129 characters
Line 380: 17 words, 150 characters
Line 381: 20 words, 160 characters
Line 382: 10 words, 61 characters
Line 383: 3 words, 25 characters
Line 384: 18 words, 149 characters
Line 385: 15 words, 138 characters
Line 386: 7 words, 53 characters
Line 387: 12 words, 104 characters
Line 388: 2 words, 20 characters
Line 389: 4 words, 30 characters
Line 390: 20 words, 161 characters
Line 391: 15 words, 122 characters
Line 392: 9 words, 83 characters
Line 393: 2 words, 19 characters
Line 394: 6 words, 55 characters
Line 395: 5 words, 36 characters
Line 396: 17 words, 161 characters
Line 397: 20 words, 175 characters
Line 398: 1 words, 6 characters
Line 399: 20 words, 180 characters
Line 400: 1 words, 8 characters
Line 401: 13 words, 106 characters
Line 402: 3 words, 19 characters
Line 403: 2 words, 14 characters
Line 404: 6 words, 40 characters
Line 405: 10 words, 84 characters
Line 406: 19 words, 163 characters
Line 407: 4 words, 29 characters
Line 408: 12 words, 111 characters
Line 409: 20 words, 173 characters
Line 410: 1 words, 9 characters
Line 411: 1 words, 9 characters
Line 412: 9 words, 66 characters
Line 413: 18 words, 166 characters
Line 414: 8 words, 66 characters
Line 415: 19 words, 160 characters
Line 416: 3 words, 21 characters
Line 417: 12 words, 107 characters
Line 418: 4 words, 40 characters
Line 419: 11 words, 90 characters
Line 420: 16 words, 138 characters
Line 421: 11 words, 99 characters
Line 422: 13 words, 103 characters
Line 423: 19 words, 154 characters
Line 424: 18 words, 117 characters
Line 425: 14 words, 126 characters
Line 426: 6 words, 48 characters
Line 427: 20 words, 160 characters
Line 428: 4 words, 31 characters
Line 429: 14 words, 125 characters
Line 430: 19 words, 156 characters
Line 431: 2 words, 17 characters
Line 432: 0 words, 0 characters
Line 433: 1 words, 7 characters
Line 434: 2 words, 15 characters
Line 435: 8 words, 62 characters
Line 436: 12 words, 78 characters
Line 437: 12 words, 98 characters
Line 438: 17 words, 153 characters
Line 439: 17 words, 156 characters
Line 440: 6 words, 43 characters
Line 441: 11 words, 97 characters
Line 442: 10 words, 98 characters
Line 443: 6 words, 37 characters
Line 444: 11 words, 96 characters
Line 445: 5 words, 36 characters
Line 446: 10 words, 78 characters
Line 447: 10 words, 90 characters
Line 448: 7 words, 52 characters
Line 449: 14 words, 112 characters
Line 450: 11 words, 109 characters
Line 451: 5 words, 42 characters
Line 452: 0 words, 0 characters
Line 453: 20 words, 169 characters
Line 454: 5 words, 39 characters
Line 455: 20 words, 171 characters
Line 456: 19 words, 142 characters
Line 457: 17 words, 146 characters
Line 458: 17 words, 114 characters
Line 459: 11 words, 94 characters
Line 460: 12 words, 102 characters
Line 461: 5 words, 45 characters
Line 462: 5 words, 44 characters
Line 463: 11 words, 80 characters
Line 464: 2 words, 8 characters
Line 465: 15 words, 136 characters
Line 466: 1 words, 8 characters
Line 467: 5 words, 32 characters
Line 468: 10 words, 84 characters
Line 469: 12 words, 91 characters
Line 470: 6 words, 48 characters
Line 471: 4 words, 36 characters
Line 472: 12 words, 108 characters
Line 473: 6 words, 58 characters
Line 474: 11 words, 77 characters
Line 475: 19 words, 167 characters
Line 476: 16 words, 126 characters
Line 477: 5 words, 48 characters
Line 478: 5 words, 54 characters
Line 479: 0 words, 0 characters
Line 480: 1 words, 7 characters
Line 481: 4 words, 34 characters
Line 482: 15 words, 140 characters
Line 483: 16 words, 151 characters
Line 484: 18 words, 152 characters
Line 485: 19 words, 172 characters
Line 486: 17 words, 133 characters
Line 487: 10 words, 88 characters
Line 488: 14 words, 108 characters
Line 489: 0 words, 0 characters
Line 490: 15 words, 116 characters
Line 491: 9 words, 75 characters
Line 492: 11 words, 85 characters
Line 493: 4 words, 31 characters
Line 494: 3 words, 16 characters
Line 495: 1 words, 8 characters
Line 496: 1 words, 11 characters
Line 497: 11 words, 82 characters
Line 498: 7 words, 56 characters
Line 499: 4 words, 23 characters
Line 500: 1 words, 3 characters
Line 501: 8 words, 69 characters
Line 502: 10 words, 97 characters
Line 503: 3 words, 29 characters
Line 504: 4 words, 38 characters
Line 505: 3 words, 33 characters
Line 506: 11 words, 102 characters
Line 507: 1 words, 11 characters
Line 508: 3 words, 29 characters
Line 509: 9 words, 79 characters
Line 510: 3 words, 30 characters
Line 511: 11 words, 108 characters
Line 512: 5 words, 52 characters
Line 513: 4 words, 43 characters
Line 514: 17 words, 126 characters
Line 515: 5 words, 36 characters
Line 516: 0 words, 0 characters
Line 517: 7 words, 63 characters
Line 518: 10 words, 90 characters
Line 519: 17 words, 110 characters
Line 520: 9 words, 62 characters
Line 521: 8 words, 56 characters
Line 522: 8 words, 74 characters
Line 523: 15 words, 129 characters
Line 524: 15 words, 135 characters
Line 525: 10 words, 78 characters
Line 526: 5 words, 53 characters
Line 527: 3 words, 15 characters
Line 528: 15 words, 121 characters
Line 529: 15 words, 141 characters
Line 530: 9 words, 66 characters
Line 531: 5 words, 40 characters
Line 532: 6 words, 44 characters
Line 533: 12 words, 116 characters
Line 534: 2 words, 12 characters
Line 535: 5 words, 45 characters
Line 536: 2 words, 9 characters
Line 537: 12 words, 103 characters
Line 538: 15 words, 144 characters
Line 539: 13 words, 107 characters
Line 540: 6 words, 55 characters
Line 541: 6 words, 57 characters
Line 542: 3 words, 22 characters
Line 543: 7 words, 55 characters
Line 544: 14 words, 108 characters
Line 545: 17 words, 146 characters
Line 546: 9 words, 68 characters
Line 547: 5 words, 49 characters
Line 548: 16 words, 142 characters
Line 549: 10 words, 73 characters
Line 550: 19 words, 154 characters
Line 551: 9 words, 67 characters
Line 552: 1 words, 10 characters
Line 553: 14 words, 140 characters
Line 554: 8 words, 67 characters
Line 555: 13 words, 109 characters
Line 556: 14 words, 105 characters
Line 557: 14 words, 124 characters
Line 558: 4 words, 32 characters
Line 559: 19 words, 149 characters
Line 560: 20 words, 152 characters
Line 561: 1 words, 12 characters
Line 562: 6 words, 44 characters
Line 563: 17 words, 151 characters
Line 564: 15 words, 115 characters
Line 565: 15 words, 131 characters
Line 566: 5 words, 43 characters
Line 567: 8 words, 71 characters
Line 568: 17 words, 146 characters
Line 569: 5 words, 49 characters
Line 570: 2 words, 16 characters
Line 571: 19 words, 171 characters
Line 572: 12 words, 105 characters
Line 573: 6 words, 60 characters
Line 574: 10 words, 103 characters
Line 575: 3 words, 26 characters
Line 576: 2 words, 19 characters
Line 577: 16 words, 151 characters
Line 578: 4 words, 38 characters
Line 579: 12 words, 107 characters
Line 580: 18 words, 164 characters
Line 581: 14 words, 131 characters
Line 582: 3 words, 29 characters
Line 583: 7 words, 50 characters
Line 584: 5 words, 40 characters
Line 585: 18 words, 159 characters
Line 586: 20 words, 170 characters
Line 587: 2 words, 12 characters
Line 588: 0 words, 0 characters
Line 589: 12 words, 87 characters
Line 590: 7 words, 58 characters
Line 591: 0 words, 0 characters
Line 592: 17 words, 170 characters
Line 593: 15 words, 138 characters
Line 594: 2 words, 18 characters
Line 595: 13 words, 95 characters
Line 596: 4 words, 32 characters
Line 597: 8 words, 90 characters
Line 598: 7 words, 62 characters
Line 599: 6 words, 49 characters
Line 600: 1 words, 7 characters
Line 601: 18 words, 149 characters
Line 602: 19 words, 177 characters
Line 603: 4 words, 36 characters
Line 604: 3 words, 22 characters
Line 605: 8 words, 72 characters
Line 606: 8 words, 69 characters
Line 607: 11 words, 96 characters
Line 608: 17 words, 167 characters
Line 609: 2 words, 14 characters
Line 610: 10 words, 76 characters
Line 611: 0 words, 0 characters
Line 612: 5 words, 29 characters
Line 613: 1 words, 5 characters
Line 614: 15 words, 147 characters
Line 615: 20 words, 175 characters
Line 616: 17 words, 127 characters
Line 617: 4 words, 35 characters
Line 618: 0 words, 0 characters
Line 619: 10 words, 84 characters
Line 620: 5 words, 37 characters
Line 621: 7 words, 54 characters
Line 622: 3 words, 27 characters
Line 623: 8 words, 78 characters
Line 624: 15 words, 123 characters
Line 625: 5 words, 53 characters
Line 626: 18 words, 133 characters
Line 627: 12 words, 89 characters
Line 628: 0 words, 0 characters
Line 629: 4 words, 37 characters
Line 630: 11 words, 105 characters
Line 631: 11 words, 64 characters
Line 632: 14 words, 108 characters
Line 633: 17 words, 153 characters
Line 634: 16 words, 129 characters
Line 635: 3 words, 23 characters
Line 636: 18 words, 132 characters
Line 637: 2 words, 22 characters
Line 638: 4 words, 31 characters
Line 639: 11 words, 81 characters
Line 640: 17 words, 154 characters
Line 641: 1 words, 11 characters
Line 642: 3 words, 21 characters
Line 643: 10 words, 89 characters
Line 644: 16 words, 133 characters
Line 645: 1 words, 8 characters
Line 646: 8 words, 66 characters
Line 647: 17 words, 144 characters
Line 648: 9 words, 80 characters
Line 649: 0 words, 0 characters
Line 650: 4 words, 45 characters
Line 651: 6 words, 47 characters
Line 652: 14 words, 126 characters
Line 653: 0 words, 0 characters
Line 654: 11 words, 82 characters
Line 655: 12 words, 92 characters
Line 656: 12 words, 127 characters
Line 657: 5 words, 34 characters
Line 658: 1 words, 8 characters
Line 659: 16 words, 147 characters
Line 660: 14 words, 108 characters
Line 661: 1 words, 3 characters
Line 662: 0 words, 0 characters
Line 663: 4 words, 34 characters
Line 664: 14 words, 117 characters
Line 665: 14 words, 109 characters
Line 666: 1 words, 6 characters
Line 667: 12 words, 105 characters
Line 668: 4 words, 33 characters
Line 669: 5 words, 50 characters
Line 670: 3 words, 18 characters
Line 671: 2 words, 17 characters
Line 672: 5 words, 44 characters
Line 673: 14 words, 117 characters
Line 674: 17 words, 137 characters
Line 675: 1 words, 7 characters
Line 676: 18 words, 171 characters
Line 677: 0 words, 0 characters
Line 678: 15 words, 131 characters
Line 679: 9 words, 74 characters
Line 680: 2 words, 17 characters
Line 681: 14 words, 114 characters
Line 682: 19 words, 175 characters
Line 683: 6 words, 50 characters
Line 684: 4 words, 40 characters
Line 685: 13 words, 114 characters
Line 686: 2 words, 17 characters
Line 687: 0 words, 0 characters
Line 688: 17 words, 149 characters
Line 689: 13 words, 113 characters
Line 690: 1 words, 4 characters
Line 691: 18 words, 146 characters
Line 692: 11 words, 102 characters
Line 693: 18 words, 127 characters
Line 694: 7 words, 65 characters
Line 695: 14 words, 118 characters
Line 696: 9 words, 73 characters
Line 697: 8 words, 83 characters
Line 698: 11 words, 109 characters
Line 699: 8 words, 77 characters
Line 700: 16 words, 136 characters
Line 701: 9 words, 69 characters
Line 702: 0 words, 0 characters
Line 703: 12 words, 92 characters
Line 704: 5 words, 36 characters
Line 705: 4 words, 31 characters
Line 706: 5 words, 44 characters
Line 707: 7 words, 49 characters
Line 708: 12 words, 93 characters
Line 709: 14 words, 119 characters
Line 710: 8 words, 76 characters
Line 711: 14 words, 121 characters
Line 712: 19 words, 148 characters
Line 713: 16 words, 139 characters
Line 714: 17 words, 160 characters
Line 715: 9 words, 67 characters
Line 716: 10 words, 81 characters
Line 717: 0 words, 0 characters
Line 718: 0 words, 0 characters
Line 719: 4 words, 26 characters
Line 720: 8 words, 62 characters
Line 721: 1 words, 10 characters
Line 722: 11 words, 110 characters
Line 723: 20 words, 174 characters
Line 724: 3 words, 31 characters
Line 725: 5 words, 45 characters
Line 726: 12 words, 111 characters
Line 727: 14 words, 104 characters
Line 728: 8 words, 64 characters
Line 729: 1 words, 6 characters
Line 730: 19 words, 171 characters
Line 731: 13 words, 112 characters
Line 732: 7 words, 53 characters
Line 733: 0 words, 0 characters
Line 734: 12 words, 77 characters
Line 735: 20 words, 166 characters
Line 736: 19 words, 163 characters
Line 737: 8 words, 71 characters
Line 738: 11 words, 92 characters
Line 739: 0 words, 0 characters
Line 740: 4 words, 36 characters
Line 741: 11 words, 84 characters
Line 742: 13 words, 105 characters
Line 743: 3 words, 22 characters
Line 744: 10 words, 81 characters
Line 745: 15 words, 127 characters
Line 746: 3 words, 17 characters
Line 747: 4 words, 27 characters
Line 748: 6 words, 46 characters
Line 749: 18 words, 165 characters
Line 750: 19 words, 162 characters
Line 751: 5 words, 40 characters
Line 752: 9 words, 72 characters
Line 753: 6 words, 53 characters
Line 754: 6 words, 64 characters
Line 755: 2 words, 9 characters
Line 756: 3 words, 30 characters
Line 757: 10 words, 71 characters
Line 758: 17 words, 135 characters
Line 759: 7 words, 52 characters
Line 760: 10 words, 78 characters
Line 761: 12 words, 96 characters
Line 762: 3 words, 22 characters
Line 763: 2 words, 20 characters
Line 764: 9 words, 71 characters
Line 765: 5 words, 35 characters
Line 766: 8 words, 60 characters
Line 767: 16 words, 145 characters
Line 768: 0 words, 0 characters
Line 769: 3 words, 28 characters
Line 770: 15 words, 102 characters
Line 771: 9 words, 78 characters
Line 772: 10 words, 97 characters
Line 773: 8 words, 78 characters
Line 774: 20 words, 166 characters
Line 775: 10 words, 79 characters
Line 776: 14 words, 137 characters
Line 777: 16 words, 143 characters
Line 778: 4 words, 39 characters
Line 779: 8 words, 62 characters
Line 780: 17 words, 160 characters
Line 781: 10 words, 87 characters
Line 782: 0 words, 0 characters
Line 783: 20 words, 147 characters
Line 784: 19 words, 177 characters
Line 785: 19 words, 145 characters
Line 786: 20 words, 171 characters
Line 787: 14 words, 126 characters
Line 788: 20 words, 159 characters
Line 789: 13 words, 100 characters
Line 790: 10 words, 75 characters
Line 791: 17 words, 139 characters
Line 792: 13 words, 113 characters
Line 793: 0 words, 0 characters
Line 794: 1 words, 9 characters
Line 795: 11 words, 88 characters
Line 796: 6 words, 39 characters
Line 797: 13 words, 98 characters
Line 798: 5 words, 39 characters
Line 799: 4 words, 40 characters
Line 800: 7 words, 61 characters
Line 801: 16 words, 135 characters
Line 802: 20 words, 184 characters
Line 803: 7 words, 56 characters
Line 804: 1 words, 7 characters
Line 805: 0 words, 0 characters
Line 806: 13 words, 96 characters
Line 807: 19 words, 154 characters
Line 808: 1 words, 6 characters
Line 809: 4 words, 35 characters
Line 810: 8 words, 73 characters
Line 811: 7 words, 59 characters
Line 812: 14 words, 129 characters
Line 813: 8 words, 59 characters
Line 814: 2 words, 10 characters
Line 815: 11 words, 94 characters
Line 816: 2 words, 14 characters
Line 817: 12 words, 89 characters
Line 818: 14 words, 110 characters
Line 819: 8 words, 61 characters
Line 820: 5 words, 35 characters
Line 821: 13 words, 99 characters
Line 822: 5 words, 49 characters
Line 823: 6 words, 48 characters
Line 824: 7 words, 57 characters
Line 825: 17 words, 144 characters
Line 826: 17 words, 133 characters
Line 827: 14 words, 117 characters
Line 828: 19 words, 150 characters
Line 829: 14 words, 116 characters
Line 830: 9 words, 76 characters
Line 831: 3 words, 27 characters
Line 832: 20 words, 159 characters
Line 833: 9 words, 61 characters
Line 834: 1 words, 7 characters
Line 835: 18 words, 174 characters
Line 836: 3 words, 18 characters
Line 837: 17 words, 149 characters
Line 838: 5 words, 46 characters
Line 839: 18 words, 158 characters
Line 840: 4 words, 41 characters
Line 841: 20 words, 185 characters
Line 842: 3 words, 23 characters
Line 843: 3 words, 32 characters
Line 844: 10 words, 74 characters
Line 845: 14 words, 105 characters
Line 846: 19 words, 167 characters
Line 847: 1 words, 8 characters
Line 848: 13 words, 114 characters
Line 849: 14 words, 121 characters
Line 850: 13 words, 106 characters
Line 851: 7 words, 63 characters
Line 852: 3 words, 24 characters
Line 853: 13 words, 116 characters
Line 854: 2 words, 16 characters
Line 855: 13 words, 100 characters
Line 856: 9 words, 97 characters
Line 857: 12 words, 102 characters
Line 858: 7 words, 55 characters
Line 859: 4 words, 29 characters
Line 860: 7 words, 61 characters
Line 861: 4 words, 40 characters
Line 862: 12 words, 96 characters
Line 863: 1 words, 8 characters
Line 864: 17 words, 140 characters
Line 865: 8 words, 68 characters
Line 866: 13 words, 93 characters
Line 867: 9 words, 80 characters
Line 868: 11 words, 89 characters
Line 869: 20 words, 173 characters
Line 870: 9 words, 67 characters
Line 871: 12 words, 97 characters
Line 872: 19 words, 163 characters
Line 873: 16 words, 145 characters
Line 874: 3 words, 28 characters
