Line 1: 9 words, 86 characters
Line 159: 20 words, 175 characters
Line 160: 8 words, 57 characters
Line 161: 14 words, 106 characters
Line 162: 6 words, 45 characters
Line 163: 5 words, 47 characters
Line 164: 20 words, 154 characters
Line 165: 0 words, 0 characters
Line 166: 2 words, 20 characters
Line 167: 11 words, 111 characters
Line 168: 8 words, 76 characters
Line 169: 19 words, 157 characters
Line 170: 20 words, 205 characters
Line 171: 2 words, 16 characters
Line 172: 12 words, 93 characters
Line 173: 15 words, 129 characters
Line 174: 6 words, 49 characters
Line 175: 11 words, 92 characters
Line 176: 0 words, 0 characters
Line 177: 14 words, 122 characters
Line 178: 17 words, 139 characters
Line 179: 18 words, 137 characters
Line 180: 3 words, 24 characters
Line 181: 8 words, 81 characters
Line 182: 10 words, 88 characters
Line 183: 3 words, 22 characters
Line 184: 1 words, 6 characters
Line 185: 11 words, 105 characters
Line 186: 1 words, 3 characters
Line 187: 7 words, 56 characters
Line 188: 15 words, 129 characters
Line 189: 16 words, 141 characters
Line 190: 4 words, 30 characters
Line 191: 6 words, 50 characters
Line 192: 2 words, 17 characters
Line 193: 14 words, 106 characters
Line 194: 14 words, 101 characters
Line 195: 9 words, 83 characters
Line 196: 5 words, 39 characters
Line 197: 14 words, 117 characters
Line 198: 14 words, 123 characters
Line 199: 14 words, 116 characters
Line 200: 2 words, 9 characters
Line 201: 17 words, 142 characters
Line 202: 3 words, 23 characters
Line 203: 3 words, 25 characters
Line 204: 4 words, 25 characters
Line 205: 20 words, 146 characters
Line 206: 5 words, 48 characters
Line 207: 4 words, 22 characters
Line 208: 14 words, 121 characters
Line 209: 0 words, 0 characters
Line 210: 6 words, 50 characters
Line 211: 14 words, 123 characters
Line 212: 18 words, 154 characters
Line 213: 16 words, 138 characters
Line 214: 16 words, 123 characters
Line 215: 9 words, 78 characters
Line 216: 19 words, 144 characters
Line 217: 9 words, 78 characters
Line 218: 5 words, 37 characters
Line 219: 2 words, 21 characters
Line 220: 0 words, 0 characters
Line 221: 13 words, 118 characters
Line 222: 19 words, 143 characters
Line 223: 6 words, 58 characters
Line 224: 3 words, 24 characters
Line 225: 18 words, 158 characters
Line 226: 15 words, 120 characters
Line 227: 19 words, 142 characters
Line 228: 14 words, 124 characters
Line 229: 1 words, 4 characters
Line 230: 11 words, 82 characters
Line 231: 9 words, 88 characters
Line 232: 15 words, 120 characters
Line 233: 19 words, 160 characters
Line 234: 18 words, 147 characters
Line 235: 19 words, 163 characters
Line 236: 6 words, 43 characters
Line 237: 12 words, 111 characters
Line 238: 5 words, 38 characters
Line 239: 9 words, 75 characters
Line 240: 19 words, 164 characters
Line 241: 17 words, 147 characters
Line 242: 19 words, 143 characters
Line 243: 8 words, 71 characters
Line 244: 9 words, 81 characters
Line 245: 1 words, 9 characters
Line 246: 11 words, 100 characters
Line 247: 11 words, 102 characters
Line 248: 9 words, 86 characters
Line 249: 6 words, 56 characters
Line 250: 17 words, 140 characters
Line 251: 1 words, 12 characters
Line 252: 20 words, 182 characters
Line 253: 16 words, 120 characters
Line 254: 0 words, 0 characters
Line 255: 18 words, 144 characters
Line 256: 12 words, 101 characters
Line 257: 15 words, 122 characters
Line 258: 10 words, 90 characters
Line 259: 20 words, 164 characters
Line 260: 3 words, 30 characters
Line 261: 16 words, 123 characters
Line 262: 17 words, 171 characters
Line 263: 13 words, 113 characters
Line 264: 4 words, 21 characters
Line 265: 19 words, 162 characters
Line 266: 16 words, 154 characters
Line 267: 10 words, 80 characters
Line 268: 11 words, 106 characters
Line 269: 0 words, 0 characters
Line 270: 3 words, 25 characters
Line 271: 2 words, 17 characters
Total: 271 lines, 2744 words, 22979 characters
