Line 1: 13 words, 121 characters
Line 125: 6 words, 44 characters
Line 126: 10 words, 78 characters
Line 127: 14 words, 125 characters
Line 128: 4 words, 36 characters
Line 129: 4 words, 37 characters
Line 130: 20 words, 164 characters
Line 131: 8 words, 70 characters
Line 132: 19 words, 147 characters
Line 133: 4 words, 35 characters
Line 134: 5 words, 36 characters
Line 135: 8 words, 72 characters
Line 136: 13 words, 121 characters
Line 137: 10 words, 78 characters
Line 138: 9 words, 80 characters
Line 139: 12 words, 111 characters
Line 140: 6 words, 33 characters
Line 141: 8 words, 60 characters
Line 142: 18 words, 166 characters
Line 143: 1 words, 4 characters
Line 144: 15 words, 127 characters
Line 145: 19 words, 174 characters
Line 146: 9 words, 69 characters
Line 147: 5 words, 33 characters
Line 148: 4 words, 42 characters
Line 149: 13 words, 129 characters
Line 150: 8 words, 75 characters
Line 151: 6 words, 51 characters
Line 152: 16 words, 146 characters
Line 153: 18 words, 152 characters
Line 154: 13 words, 112 characters
Line 155: 7 words, 55 characters
Line 156: 8 words, 67 characters
Line 157: 15 words, 132 characters
Line 158: 15 words, 137 characters
Line 159: 11 words, 104 characters
Line 160: 13 words, 106 characters
Line 161: 12 words, 95 characters
Line 162: 20 words, 164 characters
Line 163: 4 words, 29 characters
Line 164: 10 words, 88 characters
Line 165: 14 words, 126 characters
Line 166: 13 words, 118 characters
Line 167: 9 words, 65 characters
Line 168: 19 words, 150 characters
Line 169: 10 words, 91 characters
Line 170: 1 words, 9 characters
Line 171: 18 words, 145 characters
Line 172: 7 words, 58 characters
Line 173: 5 words, 41 characters
Line 174: 4 words, 36 characters
Line 175: 11 words, 89 characters
Line 176: 7 words, 57 characters
Line 177: 16 words, 136 characters
Line 178: 6 words, 52 characters
Line 179: 6 words, 56 characters
Line 180: 7 words, 53 characters
Line 181: 12 words, 92 characters
Line 182: 16 words, 125 characters
Line 183: 1 words, 11 characters
Line 184: 11 words, 98 characters
Line 185: 9 words, 79 characters
Line 186: 11 words, 94 characters
Line 187: 14 words, 105 characters
Line 188: 5 words, 48 characters
Line 189: 11 words, 93 characters
Line 190: 12 words, 99 characters
Line 191: 10 words, 91 characters
Line 192: 3 words, 24 characters
Line 193: 8 words, 67 characters
Line 194: 18 words, 154 characters
Line 195: 19 words, 153 characters
Line 196: 17 words, 143 characters
Line 197: 1 words, 11 characters
Line 198: 0 words, 0 characters
Line 199: 7 words, 53 characters
Line 200: 10 words, 103 characters
Line 201: 16 words, 145 characters
Line 202: 8 words, 67 characters
Line 203: 5 words, 36 characters
Line 204: 2 words, 17 characters
Line 205: 20 words, 167 characters
Line 206: 18 words, 141 characters
Line 207: 4 words, 36 characters
Line 208: 11 words, 86 characters
Line 209: 20 words, 197 characters
Line 210: 20 words, 190 characters
Line 211: 7 words, 65 characters
Line 212: 12 words, 96 characters
Line 213: 5 words, 46 characters
Line 214: 20 words, 180 characters
Line 215: 15 words, 112 characters
Line 216: 6 words, 54 characters
Line 217: 19 words, 144 characters
Line 218: 6 words, 54 characters
Line 219: 11 words, 110 characters
Line 220: 3 words, 25 characters
Line 221: 9 words, 67 characters
Line 222: 13 words, 105 characters
Line 223: 20 words, 162 characters
Line 224: 1 words, 9 characters
Line 225: 2 words, 16 characters
Line 226: 20 words, 158 characters
Line 227: 16 words, 131 characters
Line 228: 13 words, 112 characters
Line 229: 0 words, 0 characters
Line 230: 15 words, 127 characters
Line 231: 1 words, 11 characters
Line 232: 16 words, 159 characters
Line 233: 18 words, 133 characters
Line 234: 12 words, 105 characters
Line 235: 6 words, 41 characters
Line 236: 13 words, 101 characters
Line 237: 15 words, 134 characters
Line 238: 16 words, 144 characters
Line 239: 10 words, 60 characters
Line 240: 5 words, 58 characters
Line 241: 3 words, 30 characters
Line 242: 11 words, 94 characters
Line 243: 13 words, 115 characters
Line 244: 5 words, 38 characters
Line 245: 2 words, 16 characters
Line 246: 18 words, 167 characters
Line 247: 1 words, 7 characters
Line 248: 17 words, 121 characters
Line 249: 0 words, 0 characters
Line 250: 7 words, 67 characters
Line 251: 17 words, 138 characters
Line 252: 8 words, 69 characters
Line 253: 1 words, 4 characters
Line 254: 15 words, 121 characters
Line 255: 8 words, 66 characters
Line 256: 20 words, 158 characters
Line 257: 3 words, 26 characters
Line 258: 1 words, 9 characters
Line 259: 12 words, 100 characters
Line 260: 17 words, 136 characters
Line 261: 18 words, 160 characters
Line 262: 2 words, 16 characters
Line 263: 20 words, 149 characters
Line 264: 12 words, 112 characters
Line 265: 4 words, 34 characters
Line 266: 15 words, 138 characters
Line 267: 12 words, 118 characters
Line 268: 12 words, 115 characters
Line 269: 9 words, 82 characters
Line 270: 12 words, 97 characters
Line 271: 15 words, 123 characters
Line 272: 18 words, 186 characters
Line 273: 7 words, 54 characters
Line 274: 7 words, 52 characters
Line 275: 7 words, 70 characters
Line 276: 0 words, 0 characters
Line 277: 8 words, 62 characters
Line 278: 8 words, 54 characters
Line 279: 2 words, 24 characters
Line 280: 4 words, 43 characters
Line 281: 5 words, 31 characters
Line 282: 10 words, 94 characters
Line 283: 7 words, 75 characters
Line 284: 14 words, 126 characters
Line 285: 13 words, 123 characters
Line 286: 14 words, 106 characters
Line 287: 4 words, 34 characters
Line 288: 11 words, 108 characters
Line 289: 20 words, 182 characters
Line 290: 0 words, 0 characters
Line 291: 6 words, 53 characters
Line 292: 3 words, 17 characters
Line 293: 20 words, 172 characters
Line 294: 4 words, 37 characters
Line 295: 8 words, 68 characters
Line 296: 2 words, 21 characters
Line 297: 2 words, 15 characters
Line 298: 13 words, 104 characters
Line 299: 1 words, 10 characters
Line 300: 18 words, 143 characters
Line 301: 1 words, 3 characters
Line 302: 10 words, 87 characters
Line 303: 13 words, 94 characters
Line 304: 16 words, 147 characters
Line 305: 1 words, 9 characters
Line 306: 1 words, 11 characters
Line 307: 17 words, 151 characters
Line 308: 3 words, 18 characters
Line 309: 10 words, 80 characters
Line 310: 12 words, 94 characters
Line 311: 17 words, 139 characters
Line 312: 14 words, 101 characters
Line 313: 17 words, 156 characters
Line 314: 7 words, 60 characters
Line 315: 17 words, 138 characters
Line 316: 3 words, 13 characters
Line 317: 0 words, 0 characters
Line 318: 1 words, 3 characters
Line 319: 2 words, 21 characters
Line 320: 18 words, 137 characters
Line 321: 4 words, 35 characters
Line 322: 15 words, 128 characters
Line 323: 12 words, 102 characters
Line 324: 15 words, 140 characters
Line 325: 10 words, 108 characters
Line 326: 5 words, 42 characters
Line 327: 16 words, 129 characters
Line 328: 4 words, 34 characters
Line 329: 5 words, 44 characters
Line 330: 16 words, 130 characters
Line 331: 2 words, 19 characters
Line 332: 0 words, 0 characters
Line 333: 6 words, 50 characters
Line 334: 5 words, 49 characters
Line 335: 4 words, 41 characters
Line 336: 20 words, 179 characters
Line 337: 20 words, 172 characters
Line 338: 17 words, 137 characters
Line 339: 11 words, 85 characters
Line 340: 13 words, 121 characters
Line 341: 4 words, 25 characters
Line 342: 5 words, 34 characters
Line 343: 13 words, 117 characters
Line 344: 8 words, 55 characters
Line 345: 6 words, 62 characters
Line 346: 8 words, 64 characters
Line 347: 17 words, 155 characters
Line 348: 19 words, 148 characters
Line 349: 1 words, 8 characters
Line 350: 19 words, 169 characters
Line 351: 8 words, 66 characters
Line 352: 5 words, 40 characters
Line 353: 15 words, 117 characters
Line 354: 0 words, 0 characters
Line 355: 6 words, 61 characters
Line 356: 2 words, 16 characters
Line 357: 14 words, 121 characters
Line 358: 19 words, 145 characters
Line 359: 13 words, 112 characters
Line 360: 7 words, 49 characters
Line 361: 2 words, 18 characters
Line 362: 9 words, 62 characters
Line 363: 3 words, 19 characters
Line 364: 1 words, 3 characters
Line 365: 15 words, 120 characters
Line 366: 11 words, 98 characters
Line 367: 15 words, 142 characters
Line 368: 19 words, 166 characters
Line 369: 18 words, 130 characters
Line 370: 14 words, 131 characters
Line 371: 7 words, 58 characters
Line 372: 11 words, 106 characters
Line 373: 4 words, 31 characters
Line 374: 0 words, 0 characters
Line 375: 3 words, 25 characters
Line 376: 8 words, 75 characters
Line 377: 17 words, 145 characters
Line 378: 11 words, 112 characters
Line 379: 18 words, 149 characters
Line 380: 13 words, 103 characters
Line 381: 13 words, 120 characters
Line 382: 7 words, 63 characters
Line 383: 6 words, 38 characters
Line 384: 10 words, 87 characters
Line 385: 16 words, 108 characters
Line 386: 7 words, 65 characters
Line 387: 4 words, 36 characters
Line 388: 4 words, 29 characters
Line 389: 10 words, 87 characters
Line 390: 12 words, 88 characters
Line 391: 3 words, 22 characters
Line 392: 7 words, 61 characters
Line 393: 8 words, 62 characters
Line 394: 8 words, 81 characters
Line 395: 13 words, 113 characters
Line 396: 9 words, 76 characters
Line 397: 17 words, 139 characters
Line 398: 16 words, 144 characters
Line 399: 13 words, 131 characters
Line 400: 15 words, 119 characters
Line 401: 19 words, 143 characters
Line 402: 8 words, 61 characters
Line 403: 13 words, 127 characters
Line 404: 1 words, 8 characters
Line 405: 9 words, 86 characters
Line 406: 8 words, 56 characters
Line 407: 10 words, 87 characters
Line 408: 19 words, 149 characters
Line 409: 5 words, 40 characters
Line 410: 6 words, 59 characters
Line 411: 1 words, 6 characters
Line 412: 14 words, 114 characters
Line 413: 17 words, 173 characters
Line 414: 11 words, 92 characters
Line 415: 12 words, 91 characters
Line 416: 1 words, 12 characters
Line 417: 0 words, 0 characters
Line 418: 9 words, 53 characters
Line 419: 19 words, 147 characters
Line 420: 1 words, 9 characters
Line 421: 16 words, 148 characters
Line 422: 20 words, 177 characters
Line 423: 20 words, 176 characters
Line 424: 15 words, 126 characters
Line 425: 11 words, 74 characters
Line 426: 3 words, 20 characters
Line 427: 17 words, 151 characters
Line 428: 3 words, 23 characters
Line 429: 5 words, 40 characters
Line 430: 10 words, 80 characters
Line 431: 5 words, 50 characters
Line 432: 15 words, 109 characters
Line 433: 17 words, 147 characters
Line 434: 19 words, 161 characters
Line 435: 18 words, 184 characters
Line 436: 20 words, 157 characters
Line 437: 18 words, 140 characters
Line 438: 8 words, 58 characters
Line 439: 12 words, 119 characters
Line 440: 5 words, 33 characters
Line 441: 16 words, 144 characters
Line 442: 17 words, 144 characters
Line 443: 14 words, 130 characters
Line 444: 9 words, 71 characters
Line 445: 0 words, 0 characters
Line 446: 9 words, 80 characters
Line 447: 11 words, 88 characters
Line 448: 8 words, 61 characters
Line 449: 10 words, 108 characters
Line 450: 12 words, 97 characters
Line 451: 7 words, 52 characters
Line 452: 3 words, 29 characters
Line 453: 16 words, 128 characters
Line 454: 1 words, 6 characters
Line 455: 0 words, 0 characters
Line 456: 16 words, 141 characters
Line 457: 10 words, 107 characters
Line 458: 7 words, 46 characters
Line 459: 11 words, 96 characters
Line 460: 6 words, 50 characters
Line 461: 2 words, 15 characters
Line 462: 1 words, 5 characters
Line 463: 9 words, 88 characters
Line 464: 5 words, 33 characters
Line 465: 20 words, 176 characters
Line 466: 3 words, 29 characters
Line 467: 20 words, 185 characters
Line 468: 0 words, 0 characters
Line 469: 2 words, 20 characters
Line 470: 16 words, 130 characters
Line 471: 16 words, 143 characters
Line 472: 0 words, 0 characters
Line 473: 0 words, 0 characters
Line 474: 8 words, 73 characters
Line 475: 9 words, 62 characters
Line 476: 4 words, 26 characters
Line 477: 4 words, 26 characters
Line 478: 0 words, 0 characters
Line 479: 20 words, 157 characters
Line 480: 12 words, 95 characters
Line 481: 0 words, 0 characters
Line 482: 20 words, 171 characters
Line 483: 20 words, 159 characters
Line 484: 2 words, 13 characters
Line 485: 10 words, 80 characters
Line 486: 1 words, 11 characters
Line 487: 7 words, 68 characters
Line 488: 14 words, 119 characters
Line 489: 5 words, 41 characters
Line 490: 19 words, 178 characters
Line 491: 19 words, 150 characters
Line 492: 8 words, 69 characters
Line 493: 8 words, 71 characters
Line 494: 12 words, 87 characters
Line 495: 17 words, 149 characters
Line 496: 10 words, 78 characters
Line 497: 2 words, 11 characters
Line 498: 20 words, 184 characters
Line 499: 7 words, 64 characters
Line 500: 13 words, 113 characters
Line 501: 0 words, 0 characters
Line 502: 20 words, 166 characters
Line 503: 17 words, 148 characters
Line 504: 13 words, 107 characters
Line 505: 8 words, 80 characters
Line 506: 16 words, 125 characters
Line 507: 11 words, 93 characters
Line 508: 6 words, 44 characters
Line 509: 15 words, 112 characters
Line 510: 13 words, 101 characters
Line 511: 5 words, 32 characters
Line 512: 0 words, 0 characters
Line 513: 9 words, 71 characters
Line 514: 11 words, 77 characters
Line 515: 1 words, 11 characters
Line 516: 16 words, 153 characters
Line 517: 11 words, 113 characters
Line 518: 2 words, 19 characters
Line 519: 18 words, 161 characters
Line 520: 10 words, 88 characters
Line 521: 5 words, 38 characters
Line 522: 18 words, 146 characters
Line 523: 15 words, 111 characters
Line 524: 18 words, 144 characters
Line 525: 1 words, 7 characters
Line 526: 14 words, 138 characters
Line 527: 20 words, 178 characters
Line 528: 17 words, 120 characters
Line 529: 4 words, 39 characters
Line 530: 0 words, 0 characters
Line 531: 0 words, 0 characters
Line 532: 1 words, 12 characters
Line 533: 15 words, 136 characters
Line 534: 7 words, 65 characters
Line 535: 17 words, 152 characters
Line 536: 19 words, 158 characters
Line 537: 7 words, 60 characters
Line 538: 1 words, 12 characters
Line 539: 16 words, 130 characters
Line 540: 0 words, 0 characters
Line 541: 7 words, 56 characters
Line 542: 17 words, 157 characters
Line 543: 3 words, 14 characters
Line 544: 2 words, 16 characters
Line 545: 0 words, 0 characters
Line 546: 7 words, 52 characters
Line 547: 9 words, 77 characters
Line 548: 12 words, 99 characters
Line 549: 8 words, 70 characters
Line 550: 0 words, 0 characters
Line 551: 1 words, 5 characters
Line 552: 16 words, 133 characters
Line 553: 17 words, 141 characters
Line 554: 6 words, 37 characters
Line 555: 14 words, 108 characters
Line 556: 17 words, 156 characters
Line 557: 0 words, 0 characters
Line 558: 12 words, 94 characters
Line 559: 1 words, 6 characters
Line 560: 18 words, 152 characters
Line 561: 8 words, 66 characters
Line 562: 6 words, 62 characters
Line 563: 14 words, 137 characters
Line 564: 7 words, 54 characters
Line 565: 16 words, 142 characters
Line 566: 9 words, 76 characters
Line 567: 5 words, 47 characters
Line 568: 12 words, 114 characters
Line 569: 15 words, 144 characters
Line 570: 6 words, 55 characters
Line 571: 7 words, 65 characters
Line 572: 19 words, 174 characters
Line 573: 15 words, 123 characters
Line 574: 13 words, 117 characters
Line 575: 7 words, 56 characters
Line 576: 5 words, 35 characters
Line 577: 3 words, 31 characters
Line 578: 20 words, 168 characters
Line 579: 2 words, 12 characters
Line 580: 19 words, 163 characters
Line 581: 13 words, 136 characters
Line 582: 12 words, 111 characters
Line 583: 8 words, 65 characters
Line 584: 1 words, 10 characters
Line 585: 11 words, 102 characters
Line 586: 8 words, 69 characters
Line 587: 1 words, 4 characters
Line 588: 11 words, 98 characters
Line 589: 11 words, 87 characters
Line 590: 10 words, 85 characters
Line 591: 19 words, 157 characters
Line 592: 12 words, 105 characters
Line 593: 8 words, 79 characters
Line 594: 3 words, 24 characters
Line 595: 18 words, 164 characters
Line 596: 2 words, 19 characters
Line 597: 2 words, 22 characters
Line 598: 15 words, 122 characters
Line 599: 8 words, 55 characters
Line 600: 1 words, 10 characters
Total: 600 lines, 5835 words, 49595 characters
