Line 1: 3 words, 35 characters
Line 318: 4 words, 34 characters
Line 319: 3 words, 28 characters
Line 320: 19 words, 178 characters
Line 321: 9 words, 78 characters
Line 322: 2 words, 16 characters
Line 323: 10 words, 89 characters
Line 324: 6 words, 50 characters
Line 325: 6 words, 50 characters
Line 326: 6 words, 46 characters
Line 327: 16 words, 120 characters
Line 328: 14 words, 108 characters
Line 329: 1 words, 12 characters
Line 330: 8 words, 79 characters
Line 331: 10 words, 82 characters
Line 332: 9 words, 76 characters
Line 333: 3 words, 22 characters
Line 334: 1 words, 4 characters
Line 335: 15 words, 133 characters
Line 336: 2 words, 17 characters
Line 337: 12 words, 111 characters
Line 338: 0 words, 0 characters
Line 339: 13 words, 111 characters
Line 340: 13 words, 112 characters
Line 341: 19 words, 161 characters
Line 342: 4 words, 34 characters
Line 343: 18 words, 160 characters
Line 344: 6 words, 66 characters
Line 345: 20 words, 147 characters
Line 346: 10 words, 82 characters
Line 347: 2 words, 18 characters
Line 348: 19 words, 173 characters
Line 349: 6 words, 48 characters
Line 350: 1 words, 7 characters
Line 351: 14 words, 103 characters
Line 352: 18 words, 151 characters
Line 353: 0 words, 0 characters
Line 354: 1 words, 7 characters
Line 355: 19 words, 144 characters
Line 356: 12 words, 90 characters
Line 357: 2 words, 21 characters
Line 358: 19 words, 164 characters
Line 359: 5 words, 52 characters
Line 360: 12 words, 109 characters
Line 361: 9 words, 86 characters
Line 362: 19 words, 168 characters
Line 363: 6 words, 50 characters
Line 364: 3 words, 30 characters
Line 365: 15 words, 122 characters
Line 366: 8 words, 62 characters
Line 367: 5 words, 40 characters
Line 368: 10 words, 89 characters
Line 369: 17 words, 135 characters
Line 370: 3 words, 25 characters
Line 371: 4 words, 38 characters
Line 372: 8 words, 73 characters
Line 373: 1 words, 4 characters
Line 374: 19 words, 148 characters
Line 375: 12 words, 111 characters
Line 376: 9 words, 73 characters
Line 377: 3 words, 23 characters
Line 378: 18 words, 145 characters
Line 379: 18 words, 164 characters
Line 380: 4 words, 40 characters
Line 381: 1 words, 9 characters
Line 382: 8 words, 65 characters
Line 383: 8 words, 67 characters
Line 384: 10 words, 78 characters
Line 385: 1 words, 12 characters
Line 386: 13 words, 105 characters
Line 387: 17 words, 137 characters
Line 388: 9 words, 87 characters
Line 389: 0 words, 0 characters
Line 390: 5 words, 49 characters
Line 391: 13 words, 113 characters
Line 392: 11 words, 88 characters
Line 393: 16 words, 130 characters
Line 394: 1 words, 11 characters
Line 395: 4 words, 37 characters
Line 396: 0 words, 0 characters
Line 397: 6 words, 56 characters
Line 398: 3 words, 18 characters
Line 399: 19 words, 165 characters
Line 400: 13 words, 102 characters
Line 401: 5 words, 44 characters
Line 402: 0 words, 0 characters
Line 403: 5 words, 36 characters
Line 404: 0 words, 0 characters
Line 405: 19 words, 149 characters
Line 406: 5 words, 42 characters
Line 407: 1 words, 4 characters
Line 408: 4 words, 30 characters
Line 409: 11 words, 98 characters
Line 410: 15 words, 124 characters
Line 411: 12 words, 96 characters
Line 412: 3 words, 26 characters
Line 413: 3 words, 27 characters
Line 414: 4 words, 45 characters
Line 415: 12 words, 99 characters
Line 416: 3 words, 23 characters
Line 417: 18 words, 170 characters
Line 418: 3 words, 13 characters
Line 419: 18 words, 157 characters
Line 420: 18 words, 138 characters
Line 421: 18 words, 121 characters
Line 422: 12 words, 111 characters
Line 423: 6 words, 61 characters
Line 424: 17 words, 146 characters
Line 425: 15 words, 132 characters
Line 426: 20 words, 160 characters
Line 427: 10 words, 91 characters
Line 428: 3 words, 16 characters
Line 429: 6 words, 49 characters
Line 430: 15 words, 101 characters
Line 431: 5 words, 40 characters
Line 432: 14 words, 95 characters
Line 433: 18 words, 124 characters
Line 434: 7 words, 70 characters
Line 435: 20 words, 181 characters
Line 436: 1 words, 8 characters
Line 437: 20 words, 192 characters
Line 438: 5 words, 32 characters
Line 439: 10 words, 76 characters
Line 440: 0 words, 0 characters
Line 441: 12 words, 94 characters
Line 442: 19 words, 157 characters
Line 443: 11 words, 95 characters
Line 444: 7 words, 65 characters
Line 445: 3 words, 22 characters
Line 446: 5 words, 48 characters
Line 447: 14 words, 127 characters
Line 448: 12 words, 97 characters
Line 449: 19 words, 172 characters
Line 450: 17 words, 166 characters
Line 451: 12 words, 108 characters
Line 452: 11 words, 93 characters
Line 453: 14 words, 122 characters
Line 454: 7 words, 58 characters
Line 455: 4 words, 28 characters
Line 456: 14 words, 135 characters
Line 457: 17 words, 141 characters
Line 458: 18 words, 133 characters
Line 459: 10 words, 82 characters
Line 460: 16 words, 133 characters
Line 461: 8 words, 69 characters
Line 462: 12 words, 105 characters
Line 463: 15 words, 112 characters
Line 464: 17 words, 139 characters
Line 465: 11 words, 95 characters
Line 466: 15 words, 117 characters
Line 467: 6 words, 50 characters
Line 468: 0 words, 0 characters
Line 469: 20 words, 161 characters
Line 470: 17 words, 144 characters
Line 471: 6 words, 40 characters
Line 472: 2 words, 18 characters
Line 473: 11 words, 102 characters
Line 474: 13 words, 99 characters
Line 475: 13 words, 120 characters
Line 476: 15 words, 110 characters
Line 477: 15 words, 126 characters
Line 478: 9 words, 70 characters
Line 479: 10 words, 84 characters
Line 480: 0 words, 0 characters
Line 481: 3 words, 22 characters
Line 482: 5 words, 45 characters
Line 483: 4 words, 36 characters
Line 484: 16 words, 147 characters
Line 485: 20 words, 167 characters
Line 486: 0 words, 0 characters
Line 487: 15 words, 145 characters
Line 488: 6 words, 40 characters
Line 489: 15 words, 143 characters
Line 490: 6 words, 56 characters
Line 491: 9 words, 75 characters
Line 492: 4 words, 41 characters
Line 493: 15 words, 131 characters
Line 494: 20 words, 192 characters
Line 495: 20 words, 174 characters
Line 496: 11 words, 102 characters
Line 497: 18 words, 154 characters
Line 498: 0 words, 0 characters
Line 499: 16 words, 148 characters
Line 500: 9 words, 85 characters
Line 501: 9 words, 80 characters
Line 502: 6 words, 36 characters
Line 503: 20 words, 177 characters
Line 504: 1 words, 12 characters
Line 505: 18 words, 164 characters
Total: 505 lines, 5032 words, 42761 characters
