Line 1: 17 words, 146 characters
Line 199: 2 words, 23 characters
Line 200: 15 words, 130 characters
Line 201: 0 words, 0 characters
Line 202: 12 words, 102 characters
Line 203: 14 words, 129 characters
Line 204: 1 words, 3 characters
Line 205: 4 words, 27 characters
Line 206: 10 words, 86 characters
Line 207: 0 words, 0 characters
Line 208: 15 words, 137 characters
Line 209: 1 words, 3 characters
Line 210: 15 words, 139 characters
Line 211: 1 words, 9 characters
Line 212: 10 words, 82 characters
Line 213: 18 words, 156 characters
Line 214: 9 words, 66 characters
Line 215: 3 words, 28 characters
Line 216: 7 words, 54 characters
Line 217: 11 words, 111 characters
Line 218: 12 words, 104 characters
Line 219: 8 words, 66 characters
Line 220: 10 words, 79 characters
Line 221: 9 words, 89 characters
Line 222: 2 words, 14 characters
Line 223: 9 words, 75 characters
Line 224: 15 words, 132 characters
Line 225: 8 words, 67 characters
Line 226: 16 words, 138 characters
Line 227: 8 words, 82 characters
Line 228: 16 words, 142 characters
Line 229: 10 words, 90 characters
Line 230: 15 words, 136 characters
Line 231: 6 words, 49 characters
Line 232: 18 words, 160 characters
Line 233: 2 words, 19 characters
Line 234: 15 words, 128 characters
Line 235: 18 words, 143 characters
Line 236: 16 words, 146 characters
Line 237: 5 words, 33 characters
Line 238: 20 words, 182 characters
Line 239: 13 words, 105 characters
Line 240: 12 words, 118 characters
Line 241: 17 words, 137 characters
Line 242: 2 words, 18 characters
Line 243: 6 words, 54 characters
Line 244: 7 words, 68 characters
Line 245: 1 words, 3 characters
Line 246: 1 words, 9 characters
Line 247: 9 words, 74 characters
Line 248: 0 words, 0 characters
Line 249: 7 words, 55 characters
Line 250: 8 words, 77 characters
Line 251: 18 words, 163 characters
Line 252: 1 words, 3 characters
Line 253: 3 words, 23 characters
Line 254: 10 words, 89 characters
Line 255: 15 words, 140 characters
Line 256: 10 words, 86 characters
Line 257: 6 words, 42 characters
Line 258: 13 words, 118 characters
Line 259: 3 words, 15 characters
Line 260: 3 words, 17 characters
Line 261: 7 words, 65 characters
Line 262: 7 words, 62 characters
Line 263: 18 words, 135 characters
Line 264: 17 words, 151 characters
Line 265: 3 words, 25 characters
Line 266: 3 words, 28 characters
Line 267: 17 words, 148 characters
Line 268: 0 words, 0 characters
Line 269: 0 words, 0 characters
Line 270: 18 words, 170 characters
Line 271: 13 words, 98 characters
Line 272: 13 words, 118 characters
Line 273: 12 words, 102 characters
Line 274: 1 words, 9 characters
Line 275: 5 words, 46 characters
Line 276: 20 words, 173 characters
Line 277: 15 words, 112 characters
Line 278: 7 words, 47 characters
Line 279: 19 words, 162 characters
Line 280: 7 words, 63 characters
Line 281: 11 words, 89 characters
Line 282: 3 words, 18 characters
Line 283: 11 words, 83 characters
Line 284: 10 words, 90 characters
Line 285: 6 words, 51 characters
Line 286: 14 words, 105 characters
Line 287: 6 words, 56 characters
Line 288: 10 words, 76 characters
Line 289: 5 words, 55 characters
Line 290: 5 words, 42 characters
Line 291: 17 words, 143 characters
Line 292: 0 words, 0 characters
Line 293: 7 words, 64 characters
Line 294: 0 words, 0 characters
Line 295: 9 words, 80 characters
Line 296: 0 words, 0 characters
Line 297: 12 words, 101 characters
Line 298: 18 words, 156 characters
Line 299: 8 words, 64 characters
Line 300: 11 words, 95 characters
Line 301: 16 words, 104 characters
Line 302: 4 words, 35 characters
Line 303: 3 words, 31 characters
Line 304: 10 words, 73 characters
Line 305: 18 words, 156 characters
Line 306: 8 words, 56 characters
Line 307: 17 words, 138 characters
Line 308: 13 words, 117 characters
Line 309: 0 words, 0 characters
Line 310: 20 words, 154 characters
Line 311: 13 words, 124 characters
Line 312: 1 words, 4 characters
Line 313: 14 words, 112 characters
Line 314: 17 words, 123 characters
Line 315: 19 words, 179 characters
Line 316: 1 words, 8 characters
Line 317: 1 words, 11 characters
Line 318: 14 words, 125 characters
Line 319: 17 words, 169 characters
Line 320: 1 words, 9 characters
Line 321: 14 words, 119 characters
Line 322: 14 words, 90 characters
Line 323: 4 words, 27 characters
Line 324: 2 words, 17 characters
Line 325: 20 words, 177 characters
Line 326: 10 words, 79 characters
Line 327: 9 words, 78 characters
Line 328: 5 words, 46 characters
Line 329: 6 words, 54 characters
Line 330: 20 words, 169 characters
Line 331: 16 words, 161 characters
Line 332: 9 words, 71 characters
Line 333: 5 words, 36 characters
Line 334: 0 words, 0 characters
Line 335: 11 words, 82 characters
Line 336: 17 words, 131 characters
Line 337: 4 words, 24 characters
Line 338: 19 words, 159 characters
Line 339: 6 words, 44 characters
Line 340: 6 words, 48 characters
Line 341: 10 words, 80 characters
Line 342: 9 words, 84 characters
Line 343: 6 words, 46 characters
Line 344: 15 words, 134 characters
Line 345: 8 words, 74 characters
Line 346: 12 words, 103 characters
Line 347: 3 words, 17 characters
Line 348: 18 words, 159 characters
Line 349: 1 words, 7 characters
Line 350: 6 words, 38 characters
Line 351: 10 words, 74 characters
Line 352: 1 words, 6 characters
Line 353: 18 words, 130 characters
Line 354: 6 words, 52 characters
Line 355: 6 words, 56 characters
Line 356: 2 words, 21 characters
Line 357: 20 words, 160 characters
Line 358: 14 words, 112 characters
Line 359: 19 words, 153 characters
Line 360: 3 words, 27 characters
Line 361: 14 words, 119 characters
Line 362: 17 words, 115 characters
Line 363: 17 words, 145 characters
Line 364: 17 words, 142 characters
Line 365: 12 words, 106 characters
Line 366: 15 words, 152 characters
Line 367: 18 words, 168 characters
Line 368: 14 words, 144 characters
Line 369: 2 words, 10 characters
Line 370: 18 words, 150 characters
Line 371: 15 words, 113 characters
Line 372: 19 words, 183 characters
Line 373: 5 words, 46 characters
Line 374: 6 words, 42 characters
Line 375: 12 words, 94 characters
Line 376: 6 words, 51 characters
Line 377: 6 words, 52 characters
Line 378: 5 words, 55 characters
Line 379: 6 words, 57 characters
Line 380: 11 words, 104 characters
Line 381: 5 words, 47 characters
Line 382: 5 words, 38 characters
Line 383: 16 words, 120 characters
Line 384: 5 words, 36 characters
Line 385: 19 words, 167 characters
Line 386: 15 words, 138 characters
Line 387: 6 words, 43 characters
Line 388: 0 words, 0 characters
Line 389: 17 words, 125 characters
Line 390: 1 words, 7 characters
Line 391: 10 words, 80 characters
Line 392: 8 words, 59 characters
Line 393: 14 words, 122 characters
Line 394: 16 words, 138 characters
Line 395: 3 words, 14 characters
Line 396: 5 words, 40 characters
Line 397: 7 words, 67 characters
Line 398: 9 words, 70 characters
Line 399: 20 words, 146 characters
Line 400: 7 words, 56 characters
Line 401: 3 words, 23 characters
Line 402: 8 words, 62 characters
Line 403: 3 words, 29 characters
Line 404: 2 words, 21 characters
Line 405: 5 words, 38 characters
Line 406: 5 words, 40 characters
Line 407: 9 words, 81 characters
Line 408: 7 words, 57 characters
Line 409: 5 words, 52 characters
Line 410: 13 words, 116 characters
Line 411: 6 words, 47 characters
Line 412: 6 words, 53 characters
Line 413: 6 words, 44 characters
Line 414: 3 words, 14 characters
Line 415: 2 words, 17 characters
Line 416: 11 words, 106 characters
Line 417: 6 words, 52 characters
Line 418: 6 words, 47 characters
Line 419: 10 words, 85 characters
Line 420: 16 words, 138 characters
Line 421: 15 words, 118 characters
Line 422: 11 words, 83 characters
Line 423: 19 words, 179 characters
Line 424: 10 words, 82 characters
Line 425: 8 words, 58 characters
Line 426: 14 words, 103 characters
Line 427: 13 words, 112 characters
Line 428: 10 words, 85 characters
Line 429: 20 words, 169 characters
Line 430: 12 words, 104 characters
Line 431: 10 words, 77 characters
Line 432: 6 words, 47 characters
Line 433: 1 words, 8 characters
Line 434: 5 words, 41 characters
Line 435: 1 words, 7 characters
Line 436: 8 words, 54 characters
Line 437: 18 words, 152 characters
Line 438: 20 words, 152 characters
Line 439: 18 words, 159 characters
Line 440: 0 words, 0 characters
Line 441: 9 words, 84 characters
Line 442: 13 words, 129 characters
Line 443: 7 words, 58 characters
Line 444: 2 words, 23 characters
Line 445: 0 words, 0 characters
Line 446: 4 words, 31 characters
Line 447: 4 words, 38 characters
Line 448: 6 words, 35 characters
Line 449: 3 words, 21 characters
Line 450: 14 words, 116 characters
Line 451: 16 words, 129 characters
Line 452: 5 words, 49 characters
Line 453: 6 words, 51 characters
Line 454: 10 words, 95 characters
Line 455: 4 words, 32 characters
Line 456: 2 words, 14 characters
Line 457: 10 words, 88 characters
Line 458: 9 words, 77 characters
Line 459: 12 words, 93 characters
Line 460: 7 words, 46 characters
Line 461: 9 words, 71 characters
Line 462: 15 words, 165 characters
Line 463: 17 words, 145 characters
Line 464: 19 words, 155 characters
Line 465: 4 words, 37 characters
Line 466: 2 words, 17 characters
Line 467: 2 words, 12 characters
Line 468: 4 words, 33 characters
Line 469: 3 words, 22 characters
Line 470: 4 words, 42 characters
Line 471: 12 words, 85 characters
Line 472: 2 words, 14 characters
Line 473: 15 words, 121 characters
Line 474: 19 words, 171 characters
Line 475: 17 words, 148 characters
Line 476: 14 words, 129 characters
Line 477: 11 words, 89 characters
Line 478: 11 words, 87 characters
Line 479: 14 words, 101 characters
Line 480: 11 words, 96 characters
Line 481: 16 words, 134 characters
Line 482: 6 words, 60 characters
Line 483: 20 words, 192 characters
Line 484: 13 words, 115 characters
Line 485: 5 words, 38 characters
Line 486: 18 words, 156 characters
Line 487: 12 words, 94 characters
Line 488: 13 words, 109 characters
Line 489: 20 words, 175 characters
Line 490: 15 words, 143 characters
Line 491: 9 words, 79 characters
Line 492: 8 words, 64 characters
Line 493: 11 words, 99 characters
Line 494: 16 words, 124 characters
Line 495: 11 words, 85 characters
Line 496: 15 words, 108 characters
Line 497: 11 words, 93 characters
Line 498: 6 words, 50 characters
Line 499: 8 words, 55 characters
Line 500: 0 words, 0 characters
Line 501: 9 words, 73 characters
Line 502: 7 words, 62 characters
Line 503: 20 words, 183 characters
Line 504: 14 words, 94 characters
Line 505: 6 words, 42 characters
Line 506: 18 words, 143 characters
Line 507: 4 words, 44 characters
Line 508: 12 words, 105 characters
Line 509: 0 words, 0 characters
Line 510: 7 words, 62 characters
Line 511: 6 words, 49 characters
Line 512: 8 words, 66 characters
Line 513: 14 words, 123 characters
Line 514: 14 words, 97 characters
Line 515: 12 words, 103 characters
Line 516: 16 words, 122 characters
Line 517: 0 words, 0 characters
Line 518: 11 words, 94 characters
Line 519: 0 words, 0 characters
Line 520: 6 words, 50 characters
Line 521: 11 words, 105 characters
Line 522: 13 words, 120 characters
Line 523: 17 words, 144 characters
Line 524: 19 words, 153 characters
Line 525: 17 words, 162 characters
Line 526: 12 words, 99 characters
Line 527: 2 words, 12 characters
Line 528: 13 words, 114 characters
Line 529: 12 words, 92 characters
Line 530: 14 words, 104 characters
Line 531: 10 words, 93 characters
Line 532: 8 words, 68 characters
Line 533: 16 words, 139 characters
Line 534: 3 words, 18 characters
Line 535: 0 words, 0 characters
Line 536: 10 words, 94 characters
Line 537: 6 words, 50 characters
Line 538: 1 words, 6 characters
Line 539: 7 words, 65 characters
Line 540: 1 words, 6 characters
Line 541: 19 words, 182 characters
Line 542: 11 words, 96 characters
Line 543: 14 words, 116 characters
Line 544: 12 words, 88 characters
Line 545: 2 words, 14 characters
Line 546: 17 words, 132 characters
Line 547: 4 words, 34 characters
Line 548: 18 words, 139 characters
Line 549: 17 words, 145 characters
Line 550: 19 words, 167 characters
Line 551: 14 words, 132 characters
Line 552: 19 words, 154 characters
Line 553: 15 words, 134 characters
Line 554: 2 words, 15 characters
Line 555: 7 words, 50 characters
Line 556: 0 words, 0 characters
Line 557: 7 words, 36 characters
Line 558: 1 words, 3 characters
Line 559: 1 words, 7 characters
Line 560: 8 words, 72 characters
Line 561: 12 words, 95 characters
Line 562: 20 words, 177 characters
Line 563: 13 words, 121 characters
Line 564: 3 words, 33 characters
Line 565: 0 words, 0 characters
Line 566: 11 words, 101 characters
Line 567: 20 words, 159 characters
Line 568: 1 words, 7 characters
Line 569: 19 words, 163 characters
Line 570: 10 words, 87 characters
Line 571: 7 words, 56 characters
Line 572: 0 words, 0 characters
Line 573: 13 words, 125 characters
Line 574: 9 words, 77 characters
Line 575: 0 words, 0 characters
Line 576: 1 words, 4 characters
Line 577: 2 words, 16 characters
Line 578: 14 words, 122 characters
Line 579: 18 words, 165 characters
Line 580: 10 words, 101 characters
Line 581: 2 words, 13 characters
Line 582: 1 words, 6 characters
Line 583: 17 words, 159 characters
Line 584: 20 words, 181 characters
Line 585: 4 words, 35 characters
Line 586: 15 words, 126 characters
Line 587: 16 words, 130 characters
Line 588: 13 words, 113 characters
Line 589: 20 words, 173 characters
Line 590: 12 words, 112 characters
Line 591: 13 words, 104 characters
Line 592: 14 words, 107 characters
Line 593: 4 words, 21 characters
Line 594: 8 words, 78 characters
Line 595: 4 words, 36 characters
Line 596: 3 words, 24 characters
Line 597: 19 words, 153 characters
Line 598: 18 words, 168 characters
Line 599: 19 words, 147 characters
Line 600: 19 words, 161 characters
Line 601: 6 words, 65 characters
Line 602: 18 words, 159 characters
Line 603: 5 words, 42 characters
Line 604: 20 words, 184 characters
Line 605: 20 words, 187 characters
Line 606: 9 words, 90 characters
Line 607: 13 words, 136 characters
Line 608: 7 words, 53 characters
Line 609: 18 words, 164 characters
Line 610: 18 words, 152 characters
Line 611: 13 words, 108 characters
Line 612: 1 words, 4 characters
Line 613: 16 words, 126 characters
Line 614: 3 words, 22 characters
Line 615: 8 words, 50 characters
Line 616: 19 words, 145 characters
Line 617: 12 words, 107 characters
Line 618: 19 words, 146 characters
Line 619: 6 words, 49 characters
Line 620: 20 words, 181 characters
Line 621: 6 words, 47 characters
Line 622: 13 words, 118 characters
Line 623: 13 words, 124 characters
Line 624: 16 words, 145 characters
Line 625: 9 words, 64 characters
Line 626: 6 words, 56 characters
Line 627: 13 words, 110 characters
Line 628: 12 words, 103 characters
Line 629: 17 words, 133 characters
Line 630: 0 words, 0 characters
Line 631: 9 words, 77 characters
Line 632: 20 words, 150 characters
Line 633: 13 words, 98 characters
Line 634: 3 words, 31 characters
Line 635: 11 words, 102 characters
Line 636: 15 words, 122 characters
Line 637: 2 words, 16 characters
Line 638: 10 words, 107 characters
Line 639: 18 words, 174 characters
Line 640: 4 words, 27 characters
Line 641: 2 words, 20 characters
Line 642: 20 words, 158 characters
Line 643: 18 words, 133 characters
Line 644: 6 words, 50 characters
Line 645: 12 words, 107 characters
Line 646: 19 words, 145 characters
Line 647: 20 words, 165 characters
Line 648: 9 words, 71 characters
Line 649: 17 words, 141 characters
Line 650: 19 words, 136 characters
Line 651: 16 words, 145 characters
Line 652: 13 words, 130 characters
Line 653: 9 words, 73 characters
Line 654: 11 words, 84 characters
Line 655: 15 words, 137 characters
Line 656: 7 words, 46 characters
Line 657: 11 words, 92 characters
Line 658: 14 words, 127 characters
Line 659: 19 words, 159 characters
Line 660: 4 words, 24 characters
Line 661: 0 words, 0 characters
Line 662: 8 words, 55 characters
Line 663: 4 words, 29 characters
Line 664: 7 words, 58 characters
Line 665: 19 words, 176 characters
Line 666: 6 words, 54 characters
Line 667: 18 words, 155 characters
Line 668: 2 words, 16 characters
Line 669: 2 words, 20 characters
Line 670: 7 words, 58 characters
Line 671: 12 words, 89 characters
Line 672: 1 words, 7 characters
Line 673: 11 words, 77 characters
Line 674: 15 words, 138 characters
Line 675: 14 words, 115 characters
Line 676: 3 words, 24 characters
Line 677: 20 words, 162 characters
Line 678: 8 words, 59 characters
Line 679: 9 words, 66 characters
Line 680: 10 words, 80 characters
Line 681: 3 words, 18 characters
Line 682: 8 words, 59 characters
Line 683: 1 words, 5 characters
Line 684: 11 words, 93 characters
Line 685: 15 words, 131 characters
Line 686: 15 words, 104 characters
Line 687: 0 words, 0 characters
Line 688: 13 words, 101 characters
Line 689: 13 words, 97 characters
Line 690: 8 words, 83 characters
Line 691: 10 words, 97 characters
Line 692: 0 words, 0 characters
Line 693: 16 words, 149 characters
Line 694: 12 words, 104 characters
Line 695: 13 words, 110 characters
Line 696: 15 words, 120 characters
Line 697: 15 words, 136 characters
Line 698: 12 words, 88 characters
Line 699: 15 words, 130 characters
Line 700: 4 words, 31 characters
Line 701: 8 words, 55 characters
Line 702: 8 words, 70 characters
Line 703: 16 words, 131 characters
Line 704: 8 words, 58 characters
Line 705: 9 words, 62 characters
Line 706: 19 words, 163 characters
Line 707: 2 words, 21 characters
Line 708: 5 words, 43 characters
Line 709: 5 words, 42 characters
Line 710: 10 words, 85 characters
Line 711: 11 words, 102 characters
Line 712: 17 words, 143 characters
Line 713: 17 words, 159 characters
Line 714: 15 words, 140 characters
Line 715: 12 words, 101 characters
Line 716: 20 words, 165 characters
Line 717: 18 words, 152 characters
Line 718: 6 words, 54 characters
Line 719: 17 words, 136 characters
Line 720: 7 words, 47 characters
Line 721: 3 words, 28 characters
Line 722: 1 words, 4 characters
Line 723: 17 words, 141 characters
Line 724: 8 words, 75 characters
Line 725: 6 words, 51 characters
Line 726: 1 words, 4 characters
Line 727: 10 words, 84 characters
Line 728: 20 words, 162 characters
Line 729: 8 words, 67 characters
Line 730: 0 words, 0 characters
Line 731: 5 words, 38 characters
Line 732: 19 words, 157 characters
Line 733: 6 words, 68 characters
Line 734: 1 words, 9 characters
Line 735: 3 words, 26 characters
Line 736: 4 words, 39 characters
Line 737: 5 words, 34 characters
Line 738: 9 words, 75 characters
Line 739: 11 words, 90 characters
Line 740: 18 words, 154 characters
Line 741: 7 words, 57 characters
Line 742: 0 words, 0 characters
Line 743: 11 words, 105 characters
Line 744: 13 words, 94 characters
Line 745: 7 words, 61 characters
Line 746: 16 words, 141 characters
Line 747: 14 words, 133 characters
Line 748: 10 words, 68 characters
Line 749: 4 words, 18 characters
Line 750: 13 words, 121 characters
Line 751: 5 words, 35 characters
Line 752: 15 words, 149 characters
Line 753: 0 words, 0 characters
Line 754: 2 words, 16 characters
Line 755: 11 words, 74 characters
Line 756: 10 words, 84 characters
Line 757: 18 words, 165 characters
Line 758: 1 words, 5 characters
Line 759: 18 words, 146 characters
Line 760: 8 words, 74 characters
Line 761: 20 words, 158 characters
Line 762: 0 words, 0 characters
Line 763: 12 words, 89 characters
Line 764: 5 words, 48 characters
Line 765: 16 words, 142 characters
Line 766: 15 words, 143 characters
Line 767: 17 words, 149 characters
Line 768: 17 words, 167 characters
Line 769: 10 words, 102 characters
Line 770: 2 words, 14 characters
Line 771: 7 words, 52 characters
Line 772: 0 words, 0 characters
Line 773: 16 words, 121 characters
Line 774: 8 words, 77 characters
Line 775: 10 words, 97 characters
Line 776: 16 words, 129 characters
Line 777: 8 words, 77 characters
Line 778: 8 words, 72 characters
Line 779: 0 words, 0 characters
Line 780: 16 words, 148 characters
Line 781: 20 words, 174 characters
Line 782: 12 words, 111 characters
Line 783: 6 words, 63 characters
Line 784: 11 words, 104 characters
Line 785: 17 words, 135 characters
Line 786: 18 words, 158 characters
Line 787: 15 words, 130 characters
Line 788: 3 words, 17 characters
Line 789: 7 words, 58 characters
Line 790: 20 words, 161 characters
Line 791: 2 words, 11 characters
Line 792: 0 words, 0 characters
Line 793: 4 words, 44 characters
Line 794: 19 words, 173 characters
Line 795: 18 words, 149 characters
Line 796: 10 words, 85 characters
Line 797: 18 words, 156 characters
Line 798: 4 words, 28 characters
Line 799: 8 words, 60 characters
Line 800: 14 words, 128 characters
Line 801: 0 words, 0 characters
Line 802: 7 words, 54 characters
Line 803: 17 words, 167 characters
Line 804: 10 words, 89 characters
Line 805: 16 words, 112 characters
Line 806: 4 words, 23 characters
Line 807: 15 words, 127 characters
Line 808: 14 words, 142 characters
Line 809: 13 words, 98 characters
Line 810: 9 words, 68 characters
Line 811: 0 words, 0 characters
Line 812: 1 words, 11 characters
Line 813: 4 words, 30 characters
Line 814: 4 words, 40 characters
Line 815: 2 words, 16 characters
Line 816: 7 words, 37 characters
Line 817: 20 words, 164 characters
Line 818: 1 words, 11 characters
Line 819: 20 words, 180 characters
Line 820: 5 words, 43 characters
Line 821: 0 words, 0 characters
Line 822: 9 words, 64 characters
Line 823: 7 words, 69 characters
Line 824: 10 words, 83 characters
Line 825: 3 words, 33 characters
Line 826: 15 words, 125 characters
Line 827: 7 words, 62 characters
Line 828: 20 words, 189 characters
Line 829: 8 words, 80 characters
Line 830: 1 words, 6 characters
Line 831: 13 words, 95 characters
Line 832: 4 words, 25 characters
Line 833: 9 words, 80 characters
Line 834: 8 words, 64 characters
Line 835: 9 words, 81 characters
Line 836: 13 words, 113 characters
Line 837: 9 words, 78 characters
Line 838: 5 words, 54 characters
Line 839: 5 words, 37 characters
Line 840: 20 words, 170 characters
Line 841: 19 words, 162 characters
Line 842: 12 words, 96 characters
Line 843: 13 words, 114 characters
Line 844: 11 words, 87 characters
Line 845: 4 words, 33 characters
Line 846: 16 words, 129 characters
Line 847: 13 words, 107 characters
Line 848: 6 words, 54 characters
Line 849: 19 words, 183 characters
Line 850: 19 words, 154 characters
Line 851: 10 words, 96 characters
Line 852: 19 words, 173 characters
Line 853: 9 words, 75 characters
Line 854: 19 words, 147 characters
Line 855: 6 words, 65 characters
Line 856: 19 words, 178 characters
Line 857: 14 words, 109 characters
Line 858: 0 words, 0 characters
Line 859: 11 words, 94 characters
Line 860: 0 words, 0 characters
Line 861: 8 words, 64 characters
Line 862: 5 words, 41 characters
Line 863: 15 words, 123 characters
Line 864: 18 words, 123 characters
Line 865: 3 words, 21 characters
Line 866: 9 words, 81 characters
Line 867: 15 words, 114 characters
Line 868: 12 words, 111 characters
Line 869: 17 words, 144 characters
Line 870: 12 words, 99 characters
Line 871: 17 words, 141 characters
Line 872: 19 words, 150 characters
Line 873: 10 words, 92 characters
Line 874: 2 words, 16 characters
